energy	step1_	g1_	g2_
280.595	0.01122342937376151	4.2536071223547784e-18	7.005927767389889e-24
280.753	0.011435700372520907	3.9448820965944643e-17	6.971923762338947e-23
280.912	0.011657574273774705	3.4826949678143117e-16	6.686808251373605e-22
281.07	0.011886744841998143	2.847762240593099e-15	6.007777738046343e-21
281.229	0.01212664097114339	2.2148822605116334e-14	5.198848346328815e-20
281.388	0.012376414647570054	1.6165662611203923e-13	4.2726124767308766e-19
281.546	0.012635017290550807	1.0941150543215604e-12	3.2925357043961328e-18
281.705	0.012906394589548521	7.035117675574354e-12	2.441427881875577e-17
281.863	0.013187857840164378	4.198097155018801e-11	1.6985913270946394e-16
282.022	0.013483766127591775	2.378079474177675e-10	1.1363951214797482e-15
282.181	0.013793249848801762	1.2641429644966226e-09	7.22042701900758e-15
282.339	0.014115179153203344	6.243936894221229e-09	4.308736008352448e-14
282.498	0.014454670573436548	2.9241108986107328e-08	2.4700768173900975e-13
282.656	0.014808587792580576	1.273408628593561e-07	1.330777583047372e-12
282.815	0.015182669317308602	5.253740642269356e-07	6.883242996950269e-12
282.974	0.015576124595159379	2.034067771930481e-06	3.381222811435974e-11
283.132	0.015987822446217204	7.331968019016369e-06	1.5624668373405342e-10
283.291	0.016424676802414065	2.5008224428724216e-05	6.924980400842796e-10
283.449	0.016883069523882972	7.947849540588355e-05	2.8891066914468846e-09
283.608	0.017370913268331015	0.00023882370963847433	1.1553095726181022e-08
283.767	0.017887758255121258	0.0006734435397123923	4.387591911266232e-08
283.925	0.018432712093586136	0.0017715326633956047	1.5700491928485225e-07
284.084	0.019015654159138102	0.004400868807946195	5.379825223435352e-07
284.242	0.019632591623186296	0.010206998031889375	1.7380537898579505e-06
284.401	0.020295153355554343	0.0223384376774568	5.373350513707293e-06
284.56	0.021003930175647847	0.04587789771812459	1.5776846254115824e-05
284.718	0.021758972996728753	0.08807330867728898	4.371769348300453e-05
284.877	0.022575556581730487	0.1593531055873546	0.00011581353404176186
285.035	0.02344995563501009	0.2697198879110155	0.00028973727761834263
285.194	0.024400901836021376	0.4299269771115443	0.0006925218812636159
285.353	0.02543206259156293	0.643090911516166	0.0015720113914562072
285.511	0.026546644775978002	0.9009610269792753	0.00337320512045986
285.67	0.027771194273696818	1.1872691593542	0.0069086309052999095
285.828	0.02910500041995414	1.4665418320663293	0.013384035090296325
285.987	0.03058273892654343	1.7025628148492118	0.024732234647534167
286.146	0.03221802121531886	1.8548456698134728	0.043404295700308355
286.304	0.034025276065187876	1.8964187631316343	0.07212233691137325
286.463	0.03605996963019123	1.8201382944496258	0.11420002450706022
286.621	0.038336912397461884	1.6407502751897982	0.1713212708515453
286.78	0.0409365362478994	1.3873247558197404	0.2447567882142702
286.939	0.0439119668421648	1.1008033295363189	0.33208653560944934
287.097	0.04732709560054418	0.8213514487696081	0.4273053781780041
287.256	0.05134058341282375	0.5741510095372696	0.5230966424226733
287.414	0.05605757148039455	0.3777087636681545	0.6076829303615503
287.573	0.061756463072387725	0.23260533616541001	0.6711933767073262
287.732	0.06872515340433695	0.13442443936519127	0.7040627228581463
287.89	0.07737013104539277	0.07319650704213158	0.7015335685690982
288.049	0.08851889889089093	0.03726614109897832	0.6639558428549961
288.207	0.10318234244673169	0.017891146944658858	0.5972887249153376
288.366	0.123529767776567	0.008024680619331367	0.5100374998262752
288.525	0.15310916040716543	0.0033776393740732723	0.41363088905806167
288.683	0.19857256894692965	0.0013422030819224015	0.31915384740619684
288.842	0.27401577169578306	0.0004977018563466618	0.23352747898814916
289.0	0.3977433820745466	0.00017437565393804282	0.1626796109721443
289.159	0.5619829423929956	5.696425016234298e-05	0.10739846727427405
289.318	0.7001419828480246	1.7462839760208643e-05	0.06733736305870658
289.476	0.7857056960399836	5.0642210244900574e-06	0.04023400270399126
289.635	0.8373678530936063	1.3676993566347532e-06	0.022760317402109962
289.793	0.8699846320178801	3.4970356631667235e-07	0.012277882222625491
289.952	0.8922539498235115	8.320387614255809e-08	0.006266652141745324
290.111	0.90819484150566	1.857731754274865e-08	0.0030376712897392686
290.269	0.920048820647889	3.931638847328498e-09	0.0014054905392512228
290.428	0.9292883249653999	7.733544165518759e-10	0.0006146956880625573
290.586	0.9365974930721936	1.4430481379472428e-10	0.00025677653268208817
290.745	0.9425863006792226	2.5006406003615505e-11	0.00010132453555549782
290.904	0.9475507778527011	4.066471057752843e-12	3.797230643573675e-05
291.062	0.9517068954977642	6.280599909600623e-13	1.3605175292410542e-05
291.221	0.9552775542776252	8.997731782982871e-14	4.600272397067747e-06
291.379	0.9583413044773129	1.2252596216900145e-14	1.488088384000164e-06
291.538	0.9610299966096651	1.546413180962642e-15	4.5397839468302094e-07
291.697	0.9633941084645959	1.831550561132931e-16	1.3153299427504202e-07
291.855	0.9654764219095492	2.0644063443982927e-17	3.649403515765069e-08
292.014	0.9673465010599096	2.1540414754660715e-18	9.540001862252455e-09
292.172	0.9690149814895842	2.1406317858448218e-19	2.389701478739914e-09
292.331	0.9705307788536282	1.967733832900376e-20	5.636341220927064e-10
292.49	0.9719055538946071	1.6974097171982634e-21	1.2625365676443283e-10
292.648	0.9731505378311867	1.396226212097336e-22	2.7125712833883765e-11
292.807	0.9742969979348539	1.0610641100157031e-23	5.48220030953074e-12
292.965	0.9753433964981061	7.695243444493794e-25	1.0634084508650345e-12
293.124	0.9763139447716842	5.1519745427669493e-26	1.9391030918337693e-13
