energy	step1_	g1_
282.886	0.013383353776139084	5.989864116794944e-17
283.045	0.013688196003528497	4.184287833057525e-16
283.204	0.014007239968438334	2.77599830453093e-15
283.363	0.01434150107924892	1.7490809316590467e-14
283.522	0.014692093837833597	1.046631201440913e-13
283.681	0.015060244220696517	5.947993886552371e-13
283.84	0.01544730396251659	3.2102615202749607e-12
283.999	0.015854767091798005	1.6455208007236047e-11
284.157	0.016281515099606736	7.932433291665154e-11
284.316	0.01673477905153581	3.6685669010126614e-10
284.475	0.017213977378503553	1.6113115565192364e-09
284.634	0.017721399090155243	6.721336894011938e-09
284.793	0.01825961043128288	2.6627161353365896e-08
284.952	0.018831498113367595	1.0018140992939195e-07
285.111	0.019440320885749485	3.5796657198782366e-07
285.27	0.020089771383035526	1.2147610819505446e-06
285.428	0.02077953447169051	3.886922326087493e-06
285.587	0.021523114190492854	1.1900941227405379e-05
285.746	0.022321795279296064	3.460587402750734e-05
285.905	0.023181926875727843	9.556775813686987e-05
286.064	0.024110870576998122	0.0002506490354719156
286.223	0.025117210190547745	0.0006243293342862282
286.382	0.026211015757394984	0.0014769116207636991
286.541	0.027404178926149103	0.0033180913482865134
286.699	0.02870223694572538	0.007047178479504761
286.858	0.03013847499792699	0.014284865404585114
287.017	0.03172551971823645	0.02749983565250034
287.176	0.033488346540839764	0.05027789743505587
287.335	0.03545774362324311	0.08730059038316247
287.494	0.03767209873788796	0.14396281078114898
287.653	0.04017988459836025	0.22546364184659742
287.812	0.04304318106485938	0.335348047276012
287.97	0.04632045142310348	0.4727533931804073
288.129	0.05015955633348129	0.6344259960630801
288.288	0.05468572391745541	0.808575074445619
288.447	0.06009907973087769	0.9787072203488614
288.606	0.06668451928259261	1.125066773470851
288.765	0.07486090189080019	1.2282785542619092
288.924	0.08526792154763063	1.2735280152194477
289.083	0.09892763899043738	1.2540452302293312
289.241	0.11742444694902104	1.1734484450731382
289.4	0.14405621698739196	1.0425472880965307
289.559	0.18458708955818898	0.8796716093187934
289.718	0.2505314132058455	0.7049177594294481
289.877	0.3610172673085905	0.5364748812356561
290.036	0.5201327351841377	0.38775141926184137
290.195	0.6704559267310567	0.2661647041679745
290.354	0.7684681948640382	0.1735164264202562
290.512	0.8265644188450965	0.10777135623057524
290.671	0.8631018690236463	0.06338996775556903
290.83	0.8874763985893661	0.03541039548098006
290.989	0.9047087615987116	0.018785990017485047
291.148	0.9174682344389196	0.009465214512317768
291.307	0.9272672556558643	0.004529183310348681
291.466	0.9350154723515804	0.002058270261938942
291.625	0.9412888057841512	0.0008883374354491781
291.783	0.9464382849762709	0.00036622893816740435
291.942	0.950789114464315	0.0001426117384571205
292.101	0.9544906767939104	5.274131500829448e-05
292.26	0.9576774027448285	1.852421007601453e-05
292.419	0.960449193400178	6.179047087657409e-06
292.578	0.9628817870932875	1.9574756832128817e-06
292.737	0.9650336186546891	5.889308578191083e-07
292.896	0.9669504762651207	1.6827721223379414e-07
293.054	0.9686584861804544	4.6048124093228585e-08
293.213	0.9702083914563993	1.187134680303455e-08
293.372	0.9716126154397933	2.9065721362278697e-09
293.531	0.9728907281045199	6.758577264410415e-10
293.69	0.9740589519722069	1.4925281256896413e-10
293.849	0.9751308470564514	3.130277419222384e-11
294.008	0.9761178345532198	6.2349962493648394e-12
294.167	0.977029601817629	1.17945840188982e-12
294.325	0.9778692994328919	2.1423045129192399e-13
294.484	0.9786546248000907	3.656408299245661e-14
294.643	0.9793861997124393	5.926813112721716e-15
294.802	0.9800693528849562	9.123906872136483e-16
