# XDI/1.0 Athena/0.9.24
# Element.edge:                  L3
# Element.symbol:                Sc
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     399.5223
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              5574.9032891
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -6.740 -1.366
# Athena.pre_edge_line:          33532.347766 - 63.2795 * E
# Athena.normalization_range:    21.585 36.452
# Athena.post_edge_polynomial:   65362.721589 - 128.997 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 36.520
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 3.096
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                1.096 3.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        flat        fbkg        nder        nsec
  392.78220       0.20957642E-01   0.20957642E-01   -1.5564222      -0.21008908       0.38553436
  392.89450      -0.26353615E-02  -0.26353615E-02   -1.5551476      -0.16679357       0.99534983
  393.00690      -0.16520873E-01  -0.16520873E-01   -1.5538717       0.13566026E-01    1.3248477
  393.11920       0.41292453E-03   0.41292453E-03   -1.5525970       0.13089971       0.12957429
  393.23150       0.12879201E-01   0.12879201E-01   -1.5513223       0.42668413E-01  -0.89438681
  393.34390       0.10000517E-01   0.10000517E-01   -1.5500465      -0.70069009E-01  -0.77323944
  393.45620      -0.28653053E-02  -0.28653053E-02   -1.5487718      -0.13107849       0.42207611
  393.56850      -0.19439712E-01  -0.19439712E-01   -1.5474971       0.24729285E-01   0.74952883
  393.68090       0.26913651E-02   0.26913651E-02   -1.5462213       0.37340639E-01  -0.33914992
  393.79320      -0.11049270E-01  -0.11049270E-01   -1.5449466      -0.51477701E-01   0.33255128
  393.90550      -0.88705266E-02  -0.88705266E-02   -1.5436719       0.11203166       0.31909502
  394.01790       0.14124242E-01   0.14124242E-01   -1.5423961       0.20222949E-01  -0.55165003
  394.13020      -0.43264299E-02  -0.43264299E-02   -1.5411214      -0.11924107E-01   0.14853770
  394.24260       0.11444896E-01   0.11444896E-01   -1.5398456       0.53599370E-01   0.34519388
  394.35490       0.77173485E-02   0.77173485E-02   -1.5385709       0.65640958E-01  -0.82709175
  394.46720       0.26187855E-01   0.26187855E-01   -1.5372962      -0.13216544       -1.2045489
  394.57960      -0.21980225E-01  -0.21980225E-01   -1.5360204      -0.20502119        1.4012548
  394.69190      -0.19880406E-01  -0.19880406E-01   -1.5347457       0.18269653        1.5792809
  394.80420       0.19053415E-01   0.19053415E-01   -1.5334710       0.14968530       -1.6936940
  394.91660       0.13753881E-01   0.13753881E-01   -1.5321951      -0.19787651       -1.1691609
  395.02890      -0.25409438E-01  -0.25409438E-01   -1.5309205      -0.11302516        1.5901001
  395.14120      -0.11631569E-01  -0.11631569E-01   -1.5296458       0.15925997        1.2667958
  395.25360       0.10376277E-01   0.10376277E-01   -1.5283699       0.17162385       -1.0906993
  395.36590       0.26932311E-01   0.26932311E-01   -1.5270952      -0.85820166E-01   -1.3376406
  395.47820      -0.88989319E-02  -0.88989319E-02   -1.5258206      -0.12881023       0.67836776
  395.59060      -0.20113481E-02  -0.20113481E-02   -1.5245447       0.66609069E-01   0.51350198
  395.70290       0.60681259E-02   0.60681259E-02   -1.5232700      -0.13426336E-01  -0.58217443
  395.81520      -0.50269032E-02  -0.50269032E-02   -1.5219953      -0.64147309E-01  -0.80991190E-01
  395.92760      -0.83457744E-02  -0.83457744E-02   -1.5207195      -0.31625057E-01   0.48905175
  396.03990      -0.12133053E-01  -0.12133053E-01   -1.5194448       0.45742620E-01   0.46939831
  396.15230       0.19325922E-02   0.19325922E-02   -1.5181690       0.73848743E-01  -0.73917638
  396.26460       0.44607591E-02   0.44607591E-02   -1.5168943      -0.12035031      -0.42699521
  396.37690      -0.25098088E-01  -0.25098088E-01   -1.5156196      -0.22054382E-01    1.0068356
  396.48930      -0.49486053E-03  -0.49486053E-03   -1.5143438       0.10588564       0.80484123E-01
  396.60160      -0.13055856E-02  -0.13055856E-02   -1.5130691      -0.39695996E-02  -0.21263392
  396.71390      -0.13864326E-02  -0.13864326E-02   -1.5117944       0.58128058E-01   0.24015622
  396.82630       0.11755789E-01   0.11755789E-01   -1.5105186       0.49993503E-01  -0.81901973
  396.93860       0.98471075E-02   0.98471075E-02   -1.5092439      -0.12590568      -0.41057806
  397.05090      -0.16522626E-01  -0.16522626E-01   -1.5079692      -0.42222329E-01   0.38038056
  397.16330       0.35975010E-03   0.35975010E-03   -1.5066934      -0.40434164E-01   0.40006146
  397.27560      -0.25608183E-01  -0.25608183E-01   -1.5054187       0.47671482E-01   0.15568037
  397.38790       0.11066765E-01   0.11066765E-01   -1.5041440      -0.54683526E-02  -0.15024031
  397.50030      -0.26836922E-01  -0.26836922E-01   -1.5028681       0.13912483E-01   0.91023533
  397.61260       0.14192900E-01   0.14192900E-01   -1.5015935       0.19906153      -0.31372433
  397.72490       0.17872297E-01   0.17872297E-01   -1.5003188      -0.56550002E-01   -1.2176668
  397.83730       0.14861143E-02   0.14861143E-02   -1.4990429      -0.74548203E-01   0.99325925E-01
  397.94960       0.11213162E-02   0.11213162E-02   -1.4977682      -0.34231467E-01   0.85992704
  398.06200      -0.62056963E-02  -0.62056963E-02   -1.4964924       0.11867740       0.46407895
  398.17430       0.27788129E-01   0.27788129E-01   -1.4952177       0.70047074E-01  -0.32221192
  398.28660       0.95268765E-02   0.95268765E-02   -1.4939430       0.46308606E-01  -0.16944781
  398.39900       0.38193672E-01   0.38193672E-01   -1.4926672       0.31972152E-01  -0.22080699
  398.51130       0.16711019E-01   0.16711019E-01   -1.4913925      -0.33067256E-02   0.48201524
  398.62360       0.37450982E-01   0.37450982E-01   -1.4901178       0.14023277       0.74473188
  398.73600       0.48221324E-01   0.48221324E-01   -1.4888420       0.16403453        1.1591520
  398.84830       0.74309540E-01   0.74309540E-01   -1.4875673       0.40069423        2.0741981
  398.96060       0.13821725       0.13821725       -1.4862926       0.62989943        3.2707139
  399.07300       0.21584794       0.21584794       -1.4850168        1.1356236        4.9539521
  399.18530       0.39339188       0.39339188       -1.4837421        1.7430525        4.6078028
  399.29760       0.60733753       0.60733753       -1.4824674        2.1705362        5.2401037
  399.41000       0.88111135       0.88111135       -1.4811916        2.9205038        4.9247321
  399.52230        1.2635747        1.2635747       -1.4799169        3.2771235       -1.6859302
  399.63460        1.6171533        1.6184771       -1.4773184        2.5418438       -9.0502858
  399.74700        1.8347270        1.8373758       -1.4747176        1.2435242       -11.064674
  399.85930        1.8965732        1.9005457       -1.4721191       0.55611594E-01   -10.962136
  399.97160        1.8472174        1.8525138       -1.4695206       -1.2185715       -10.529282
  400.08400        1.6227602        1.6293815       -1.4669198       -2.3103181       -5.9264800
  400.19630        1.3280889        1.3360340       -1.4643213       -2.5502516       0.19109884
  400.30870        1.0497186        1.0589887       -1.4617205       -2.2673782        2.6966279
  400.42100       0.81860902       0.82920293       -1.4591220       -1.9443193        5.0309203
  400.53330       0.61302452       0.62494223       -1.4565235       -1.1374335        6.9289417
  400.64570       0.56302771       0.57627039       -1.4539227      -0.38738609        4.5949881
  400.75800       0.52597887       0.54054535       -1.4513242      -0.10493969        3.2491316
  400.87030       0.53945826       0.55534853       -1.4487258       0.34236887        3.3149195
  400.98270       0.60290915       0.62012440       -1.4461250       0.63992273       0.79048473
  401.09500       0.68324890       0.70178794       -1.4435265       0.51999079       -1.9881138
  401.20730       0.71969909       0.73956193       -1.4409280       0.19339237       -1.7731570
  401.31970       0.72670416       0.74789198       -1.4383272       0.12156242       0.62399209
  401.43200       0.74701416       0.76952577       -1.4357287       0.33360339        3.0450101
  401.54430       0.80163148       0.82546689       -1.4331302       0.80547169        4.3418068
  401.65670       0.92800365       0.95316403       -1.4305294        1.3092074        3.6337127
  401.76900        1.0958104        1.1222946       -1.4279309        1.6219669        3.0596893
  401.88130        1.2922974        1.3201054       -1.4253324        1.9964136        1.5374668
  401.99370        1.5444045        1.5735375       -1.4227316        1.9674357       -3.1185811
  402.10600        1.7343802        1.7648370       -1.4201331        1.2956684       -6.2484242
  402.21840        1.8355412        1.8673229       -1.4175323       0.56341481       -7.1392536
  402.33070        1.8609795        1.8940851       -1.4149338      -0.30852188       -6.5088549
  402.44300        1.7662472        1.8006765       -1.4123353      -0.89847400       -4.6415514
  402.55540        1.6590924        1.6948467       -1.4097345       -1.3514785       -4.2870027
  402.66770        1.4625700        1.4996481       -1.4071361       -1.8617635       -2.7701588
  402.78000        1.2409404        1.2793422       -1.4045376       -1.9736561       0.18695728
  402.89240        1.0190894        1.0588163       -1.4019368       -1.8197542        1.4220025
  403.00470       0.83204158       0.87309224       -1.3993383       -1.6541322        2.1525341
  403.11700       0.64757135       0.68994580       -1.3967398       -1.3362950        2.4289643
  403.22940       0.53177608       0.57547551       -1.3941390       -1.1083439        2.6262064
  403.34170       0.39852647       0.44354969       -1.3915405      -0.74618645        4.3629317
  403.45400       0.36418261       0.41052963       -1.3889420      -0.12842945        3.8598567
  403.56640       0.36966837       0.41734037       -1.3863412       0.12112336       0.92923448
  403.67870       0.39139903       0.44039482       -1.3837427       0.80369540E-01   0.10552614
  403.79100       0.38771937       0.43803896       -1.3811442       0.14482453       0.51482477
  403.90340       0.42394110       0.47558566       -1.3785434       0.19605067        1.4417500
  404.01570       0.43177196       0.48474032       -1.3759449       0.46878575        1.4644872
  404.12810       0.52927726       0.58357059       -1.3733441       0.52512094       -1.0526845
  404.24040       0.54976663       0.60538376       -1.3707456       0.23224756      -0.41926113
  404.35270       0.58144006       0.63838099       -1.3681472       0.43095489        1.2781022
  404.46510       0.64660219       0.70486810       -1.3655464       0.51943713      -0.15029593
  404.57740       0.69815758       0.75774728       -1.3629479       0.39718339       -1.3325296
  404.68970       0.73580958       0.79672308       -1.3603494       0.22015098      -0.94130160
  404.80210       0.74762551       0.80986398       -1.3577486       0.18567292      -0.41657267
  404.91440       0.77753029       0.84109256       -1.3551501       0.12654710      -0.17092462
  405.02670       0.77604798       0.84093405       -1.3525516       0.14728325        1.3557601
  405.13910       0.81062484       0.87683588       -1.3499508       0.43118639        1.3879256
  405.25140       0.87293557       0.94047040       -1.3473523       0.45915013       -1.1603965
  405.36370       0.91374996       0.98260859       -1.3447538       0.17056133       -1.6991051
  405.47610       0.91126070       0.98144430       -1.3421530       0.77361210E-01   0.65216772
  405.58840       0.93113302        1.0026404       -1.3395545       0.31710342       0.97276686
  405.70070       0.98248213        1.0553133       -1.3369560       0.29584465      -0.19362286
  405.81310       0.99760931        1.0717655       -1.3343552       0.27359636      -0.98054064E-01
  405.92540        1.0439592        1.1194392       -1.3317567       0.27381190      -0.18790143
  406.03780        1.0591348        1.1359398       -1.3291559       0.23137491       0.62755243E-01
  406.15010        1.0959492        1.1740779       -1.3265575       0.28791300      -0.13332049
  406.26240        1.1238001        1.2032526       -1.3239590       0.20143113      -0.34487384
  406.37480        1.1412107        1.2219883       -1.3213582       0.21041985       0.23574008
  406.48710        1.1710814        1.2531828       -1.3187597       0.25440192       0.68504909
  406.59940        1.1983494        1.2817745       -1.3161612       0.36428188       0.83187683
  406.71180        1.2529356        1.3376857       -1.3135604       0.44132465      -0.88079401
  406.82410        1.2975151        1.3835889       -1.3109619       0.16636746       -2.6094705
  406.93640        1.2903017        1.3776994       -1.3083634      -0.14476242       -1.1450172
  407.04880        1.2649869        1.3537096       -1.3057626      -0.90917896E-01   0.51061630
  407.16110        1.2698725        1.3599189       -1.3031641      -0.30026938E-01   0.19854126
  407.27340        1.2582429        1.3496131       -1.3005656      -0.46325530E-01  -0.10720909
  407.38580        1.2594631        1.3521583       -1.2979648      -0.54116820E-01  -0.35387031
  407.49810        1.2460828        1.3401019       -1.2953663      -0.12584019      -0.80863089
  407.61040        1.2311994        1.3265422       -1.2927678      -0.23573532        1.1368107
  407.72280        1.1931131        1.2897809       -1.2901670       0.12960118        1.7758256
  407.83510        1.2603208        1.3583124       -1.2875686       0.16329268       -2.1215409
  407.94740        1.2297887        1.3291040       -1.2849701      -0.34689692      -0.95554647
  408.05980        1.1823731        1.2830134       -1.2823693      -0.51418607E-01    1.6931024
  408.17210        1.2182349        1.3201991       -1.2797708       0.33543183E-01  -0.48209915
  408.28450        1.1899102        1.2931993       -1.2771700      -0.15974629      -0.65571797
  408.39680        1.1823399        1.2869528       -1.2745715      -0.11379664       0.65131911
  408.50910        1.1643515        1.2702882       -1.2719730      -0.13460014E-01    1.1760795
  408.62150        1.1793154        1.2865771       -1.2693722       0.15046842      -0.31076303
  408.73380        1.1981617        1.3067472       -1.2667737      -0.83288467E-01   -2.0511309
  408.84610        1.1606089        1.2705181       -1.2641752      -0.31021559       0.34593460
  408.95850        1.1284563        1.2396906       -1.2615744      -0.55569626E-02    1.3338117
  409.07080        1.1593602        1.2719183       -1.2589759      -0.10508093E-01  -0.52681320
  409.18310        1.1260962        1.2399780       -1.2563774      -0.12387921       0.54179200
  409.29550        1.1315245        1.2467314       -1.2537766       0.11123257       0.61632598
  409.40780        1.1510901        1.2676208       -1.2511781       0.14609242E-01   -1.1267732
  409.52010        1.1348058        1.2526602       -1.2485797      -0.14184069       0.60495746E-01
  409.63250        1.1192185        1.2383979       -1.2459789       0.28202636E-01    1.4628453
  409.74480        1.1411429        1.2616461       -1.2433804       0.18686065       0.37426413E-01
  409.85710        1.1611874        1.2830144       -1.2407819       0.36608609E-01  -0.51072612
  409.96950        1.1493689        1.2725208       -1.2381811       0.72100492E-01   0.43108261
  410.08180        1.1773884        1.3018642       -1.2355826       0.13347287       0.48103334E-01
  410.19420        1.1793602        1.3051610       -1.2329818       0.82909311E-01   0.60599541
  410.30650        1.1960181        1.3231427       -1.2303833       0.26964004       0.47900833
  410.41880        1.2399214        1.3683697       -1.2277848       0.19049458      -0.76963201
  410.53120        1.2388223        1.3685956       -1.2251840       0.96703728E-01  -0.23422654
  410.64350        1.2616507        1.3927478       -1.2225855       0.13786388      -0.14970565
  410.75580        1.2697865        1.4022074       -1.2199870       0.63079838E-01  -0.13646046
  410.86820        1.2758247        1.4095706       -1.2173862       0.10720121       0.24509800
  410.98050        1.2938746        1.4289443       -1.2147877       0.11815336      -0.45789599
  411.09280        1.3023620        1.4387555       -1.2121892       0.43577741E-02   -1.0962144
  411.20520        1.2948538        1.4325722       -1.2095884      -0.12816601       0.44970733
  411.31750        1.2735631        1.4126053       -1.2069900       0.10540701       0.43298060
  411.42980        1.3185282        1.4588943       -1.2043915      -0.30918572E-01   -1.6655067
  411.54220        1.2666157        1.4083067       -1.2017907      -0.26883234        1.0520143
  411.65450        1.2581216        1.4011364       -1.1991922       0.20546904       0.93839712
  411.76680        1.3127640        1.4571026       -1.1965937      -0.58068346E-01   -1.7999963
  411.87920        1.2450736        1.3907372       -1.1939929      -0.19899012        1.1771106
  411.99150        1.2680509        1.4150383       -1.1913944       0.20642841       0.77967192
  412.10390        1.2914581        1.4397705       -1.1887936      -0.23797843E-01   -1.8792866
  412.21620        1.2627036        1.4123397       -1.1861951      -0.21584730       0.90665753
  412.32850        1.2429788        1.3939387       -1.1835966       0.17983744        1.1008582
  412.44090        1.3031130        1.4553980       -1.1809958       0.31515531E-01   -2.6303200
  412.55320        1.2500603        1.4036691       -1.1783973      -0.41119548      -0.13083250
  412.66550        1.2107585        1.3656911       -1.1757988       0.21305507E-02    2.1316299
  412.77790        1.2505391        1.4067966       -1.1731980       0.67781754E-01  -0.22112911
  412.89020        1.2259891        1.3835704       -1.1705995      -0.47557161E-01  -0.95129910
  413.00250        1.2398577        1.3987628       -1.1680011      -0.14588002      -0.74516527
  413.11490        1.1932099        1.3534399       -1.1654003      -0.21499580       0.81208686
  413.22720        1.1915482        1.3531020       -1.1628018       0.36595895E-01    1.4120030
  413.33950        1.2014293        1.3643069       -1.1602033       0.10214007      -0.55682656
  413.45190        1.2144991        1.3787017       -1.1576025      -0.88523032E-01   -1.4954194
