energy	step1_	g1_	g2_	g3_	g4_
393.8374	0.006134453609119825	8.027808525866345e-64	3.021736814266623e-17	5.1447450895945845e-76	3.0216564970122346e-84
393.9659	0.006218449620060261	8.374283301260574e-61	1.5896550980630355e-16	6.377181552579552e-73	1.1421192868689205e-81
394.0945	0.006304844557434015	7.411504730877098e-58	8.067124938420579e-16	6.851016294245517e-70	3.9512221602381643e-79
394.2231	0.006393672493019847	5.534719762571669e-55	3.943999399070835e-15	6.343226275192565e-67	1.2453272684720277e-76
394.3517	0.006485037605453554	3.4875094040651895e-52	1.857620855606503e-14	5.0616765698829025e-64	3.575753827764851e-74
394.4802	0.006578975940580715	1.845333320021278e-49	8.419281724632592e-14	3.4635882845297434e-61	9.31364249715445e-72
394.6088	0.006675750308884273	8.279668482894012e-47	3.6805458985852493e-13	2.053140303248997e-58	2.219725530195465e-69
394.7374	0.006775412280569842	3.134596016707678e-44	1.5500710853199236e-12	1.048914233420538e-55	4.8196006708631215e-67
394.8659	0.00687801191192364	9.969237395295495e-42	6.282413165237904e-12	4.596842305696012e-53	9.494783182460526e-65
394.9945	0.006983847960654258	2.6875028941090453e-39	2.4557425173431153e-11	1.7445729519038057e-50	1.7111671331438575e-62
395.1231	0.0070929896108785535	6.1131696492158246e-37	9.24786210702359e-11	5.70620865504576e-48	2.8095183546562475e-60
395.2516	0.007205505117472971	1.1686049808103124e-34	3.351761750001752e-10	1.60160358103666e-45	4.186276538942664e-58
395.3802	0.007321736814753519	1.892795148110627e-32	1.171517051975059e-09	3.89154201250657e-43	5.705095997699324e-56
395.5088	0.0074417767739533595	2.5868425744014014e-30	3.9448116244328865e-09	8.149245468704193e-41	7.083209136567281e-54
395.6374	0.007565815116475559	2.9830936719938843e-28	1.2796939165231806e-08	1.470760846927884e-38	8.011784120967376e-52
395.7659	0.007693953414806966	2.892523981582206e-26	3.9958538261265134e-08	2.2788534331542194e-36	8.22641958313982e-50
395.8945	0.00782660790256481	2.3751565099407198e-24	1.2031129089311007e-07	3.0552674497976828e-34	7.723348457984905e-48
396.0231	0.007963912636093083	1.6456519991990984e-22	3.4898387584463666e-07	3.5302954787086803e-32	6.605907193324075e-46
396.1516	0.008106003713603909	9.591112904974501e-21	9.744639219663992e-07	3.503266261426408e-30	5.130221664567597e-44
