   511.00       0.000000       0.000000       0.000000       0.000000
   511.06       0.000000       0.000000       0.000000       0.000000
   511.11       0.000000       0.000000       0.000000       0.000000
   511.17       0.000000       0.000000       0.000000       0.000000
   511.22       0.000000       0.000000       0.000000       0.000000
   511.28       0.000000       0.000000       0.000000       0.000000
   511.34       0.000000       0.000000       0.000000       0.000000
   511.39       0.000000       0.000000       0.000000       0.000000
   511.45       0.000000       0.000000       0.000000       0.000000
   511.51       0.000000       0.000000       0.000000       0.000000
   511.56       0.000000       0.000000       0.000000       0.000000
   511.62       0.000000       0.000000       0.000000       0.000000
   511.67       0.000000       0.000000       0.000000       0.000000
   511.73       0.000000       0.000000       0.000000       0.000000
   511.79       0.000000       0.000000       0.000000       0.000000
   511.84       0.000000       0.000000       0.000000       0.000000
   511.90       0.000000       0.000000       0.000000       0.000000
   511.95       0.000000       0.000000       0.000000       0.000000
   512.01       0.000000       0.000000       0.000000       0.000000
   512.07       0.000000       0.000000       0.000000       0.000000
   512.12       0.000000       0.000000       0.000000       0.000000
   512.18       0.000000       0.000000       0.000000       0.000000
   512.23       0.000000       0.000000       0.000000       0.000000
   512.29       0.000000       0.000000       0.000000       0.000000
   512.35       0.000000       0.000000       0.000000       0.000000
   512.40       0.000000       0.000000       0.000000       0.000000
   512.46       0.000000       0.000000       0.000000       0.000000
   512.52       0.000000       0.000000       0.000000       0.000000
   512.57       0.000000       0.000000       0.000000       0.000000
   512.63       0.000000       0.000000       0.000000       0.000000
   512.68       0.000000       0.000000       0.000000       0.000000
   512.74       0.000000       0.000000       0.000000       0.000000
   512.80       0.000000       0.000000       0.000000       0.000000
   512.85       0.000000       0.000000       0.000000       0.000000
   512.91       0.000000       0.000000       0.000000       0.000000
   512.96       0.000000       0.000000       0.000000       0.000000
   513.02       0.000000       0.000000       0.000000       0.000000
   513.08       0.000000       0.000000       0.000000       0.000000
   513.13       0.000000       0.000000       0.000000       0.000000
   513.19       0.000000       0.000000       0.000000       0.000000
   513.24       0.000000       0.000000       0.000000       0.000000
   513.30       0.000000       0.000000       0.000000       0.000000
   513.36       0.000000       0.000000       0.000000       0.000000
   513.41       0.000000       0.000000       0.000000       0.000000
   513.47       0.000000       0.000000       0.000000       0.000000
   513.53       0.000000       0.000000       0.000000       0.000000
   513.58       0.000000       0.000000       0.000000       0.000000
   513.64       0.000000       0.000000       0.000000       0.000000
   513.69       0.000000       0.000000       0.000000       0.000000
   513.75       0.000000       0.000000       0.000000       0.000000
   513.81       0.000000       0.000000       0.000000       0.000000
   513.86       0.000000       0.000000       0.000000       0.000000
   513.92       0.000000       0.000000       0.000000       0.000000
   513.97       0.000000       0.000000       0.000000       0.000000
   514.03       0.000000       0.000000       0.000000       0.000000
   514.09       0.000000       0.000000       0.000000       0.000000
   514.14       0.000000       0.000000       0.000000       0.000000
   514.20       0.000000       0.000000       0.000000       0.000000
   514.25       0.000000       0.000000       0.000000       0.000000
   514.31       0.000000       0.000000       0.000000       0.000000
   514.37       0.000000       0.000000       0.000000       0.000000
   514.42       0.000000       0.000000       0.000000       0.000000
   514.48       0.000000       0.000000       0.000000       0.000000
   514.54       0.000000       0.000000       0.000000       0.000000
   514.59       0.000000       0.000000       0.000000       0.000000
   514.65       0.000000       0.000000       0.000000       0.000000
   514.70       0.000000       0.000000       0.000000       0.000000
   514.76       0.000000       0.000000       0.000000       0.000000
   514.82       0.000000       0.000000       0.000000       0.000000
   514.87       0.000000       0.000000       0.000000       0.000000
   514.93       0.000000       0.000000       0.000000       0.000000
   514.98       0.000000       0.000000       0.000000       0.000000
   515.04       0.000000       0.000000       0.000000       0.000000
   515.10       0.000000       0.000000       0.000000       0.000000
   515.15       0.000000       0.000000       0.000000       0.000000
   515.21       0.000000       0.000000       0.000000       0.000000
   515.26       0.000000       0.000000       0.000000       0.000000
   515.32       0.000000       0.000000       0.000000       0.000000
   515.38       0.000000       0.000000       0.000000       0.000000
   515.43       0.000000       0.000000       0.000000       0.000000
   515.49       0.000000       0.000000       0.000000       0.000000
   515.55       0.000000       0.000000       0.000000       0.000000
   515.60       0.000000       0.000000       0.000000       0.000000
   515.66       0.000000       0.000000       0.000000       0.000000
   515.71       0.000000       0.000000       0.000000       0.000000
   515.77       0.000000       0.000000       0.000000       0.000000
   515.83       0.000000       0.000000       0.000000       0.000000
   515.88       0.000000       0.000000       0.000000       0.000000
   515.94       0.000000       0.000000       0.000000       0.000000
   515.99       0.000000       0.000000       0.000000       0.000000
   516.05       0.000000       0.000000       0.000000       0.000000
   516.11       0.000000       0.000000       0.000000       0.000000
   516.16       0.000000       0.000000       0.000000       0.000000
   516.22       0.000000       0.000000       0.000000       0.000000
   516.27       0.000000       0.000000       0.000000       0.000000
   516.33       0.000000       0.000000       0.000000       0.000000
   516.39       0.000000       0.000000       0.000000       0.000000
   516.44       0.000000       0.000000       0.000000       0.000000
   516.50       0.000000       0.000000       0.000000       0.000000
   516.56       0.000000       0.000000       0.000000       0.000000
   516.61       0.000000       0.000000       0.000000       0.000000
   516.67       0.000000       0.000000       0.000000       0.000000
   516.72       0.000194       0.000000       0.000004       0.000190
   516.78       0.000653       0.000000       0.000013       0.000640
   516.84       0.002099       0.000001       0.000041       0.002056
   516.89       0.006422       0.000004       0.000126       0.006292
   516.95       0.018718       0.000012       0.000367       0.018339
   517.00       0.051975       0.000034       0.001018       0.050923
   517.06       0.137491       0.000089       0.002694       0.134709
   517.12       0.346493       0.000223       0.006788       0.339481
   517.17       0.831862       0.000536       0.016298       0.815028
   517.23       1.902592       0.001227       0.037275       1.864090
   517.28       4.145504       0.002674       0.081217       4.061613
   517.34       8.604911       0.005550       0.168584       8.430777
   517.40      17.015816       0.010974       0.333367      16.671475
   517.45      32.055060       0.020673       0.628010      31.406377
   517.51      57.527805       0.037101       1.127062      56.363642
   517.57      98.354988       0.063432       1.926932      96.364624
   517.62     160.196257       0.103315       3.138501     156.954441
   517.68     248.568292       0.160308       4.869851     243.538133
   517.73     367.431579       0.236966       7.198573     359.996040
   517.79     517.421676       0.333699      10.137119     506.950858
   517.85     694.144913       0.447672      13.599410     680.097832
   517.90     887.141837       0.572141      17.380528     869.189168
