energy	step1_	g1_
396.221	0.0125881269649849	8.819447376790477e-28
396.379	0.012855743402495871	1.0795746298660116e-26
396.537	0.01313497914811308	1.2558506434055322e-25
396.695	0.01342660726145001	1.3883448078663307e-24
396.853	0.013731470891815927	1.458581544363422e-23
397.011	0.014050491400514285	1.4562572929506884e-22
397.169	0.014384677638642514	1.3817183910240113e-21
397.327	0.01473513657669361	1.2458764843533597e-20
397.485	0.01510308552128448	1.0675899205055876e-19
397.643	0.015489866202315761	8.693766398919134e-19
397.801	0.015896961073121937	6.7279924261205274e-18
397.959	0.016326012239727922	4.948083807992194e-17
398.117	0.01677884352713904	3.4582996877412006e-16
398.275	0.017257486305796172	2.297006529208401e-15
398.433	0.017764209846773807	1.4498926874859286e-14
398.591	0.018301557159018166	8.697281261533848e-14
398.749	0.01887238749809833	4.957984857551806e-13
398.907	0.019479927039931	2.6859684233069717e-12
399.065	0.020127829607111736	1.382835865737209e-11
399.223	0.020820249850489976	6.765725802527984e-11
399.381	0.021561931967042366	3.145807739115503e-10
399.539	0.022358317936504477	1.3900293991708631e-09
399.697	0.023215680468003725	5.837001709286178e-09
399.855	0.024141287484908663	2.3293228172118913e-08
400.013	0.02514360721626964	8.83371872881836e-08
400.171	0.026232566063510824	3.183695170165918e-07
400.329	0.027419875753655207	1.0904190140658396e-06
400.487	0.028719452452590975	3.549191058674709e-06
400.645	0.03014795937926455	1.0978408011541336e-05
400.803	0.03172551741634863	3.227181426691068e-05
400.961	0.033476647452078706	9.015325697628876e-05
401.12	0.03544463434212465	0.00024078352699277383
401.278	0.03764253425758438	0.0006072853785870189
401.436	0.04012949484020748	0.0014555693554677367
401.594	0.04296618062179623	0.0033154845472382977
401.752	0.04623137707702644	0.007176870967309176
401.91	0.050029239714885834	0.014763770780335606
402.068	0.05450028568541299	0.02886246870817259
402.226	0.059838561310367036	0.05362208317595598
402.384	0.06631937732616999	0.0946733869869997
402.542	0.07434588561791569	0.15884961721558946
402.7	0.08453084905602003	0.2532902405199265
402.858	0.0978476546390812	0.3838174942042745
403.016	0.11592537123709845	0.5527198995759388
403.174	0.14165940651802483	0.7564138311432419
403.332	0.18052666627939454	0.9837570271615648
403.49	0.2432505572546991	1.2158787252280894
403.648	0.3482006037253022	1.428126562678383
403.806	0.5031829925392982	1.594105866573952
403.964	0.6567831805716224	1.6909923730180352
404.122	0.7597673494911968	1.7046693912880069
404.28	0.8212941519334168	1.6330997152149016
404.438	0.8595112870494147	1.4868229930757078
404.596	0.8848769862517993	1.2864113400804034
404.754	0.9027318534186345	1.0577291583067951
404.912	0.9159054478279358	0.8265004970829577
405.07	0.9259936067298523	0.6137419193549051
405.228	0.9339518993616627	0.43311425802302245
405.386	0.9403829661169625	0.29046459282294995
405.544	0.945683907039906	0.1851219622511657
405.702	0.9501262517666021	0.11212351795331489
405.86	0.9539015930316904	0.06453710972419749
406.018	0.9571488029248195	0.03530175800611686
406.176	0.9599709022447616	0.01835089206935844
406.334	0.9624458741315994	0.009065506089066555
406.492	0.964633803290653	0.004255993466400302
406.65	0.9665817135069535	0.0018988203471700285
406.808	0.968326921984865	0.0008050833160028344
406.966	0.9698994135710881	0.00032439324507779977
407.124	0.9713235525109275	0.00012421578929942297
407.282	0.9726193372531727	4.520181047924082e-05
407.44	0.9738033342227145	1.5631796132891444e-05
407.598	0.9748893822605296	5.137312215691969e-06
407.756	0.9758891307295409	1.6044901821305297e-06
407.914	0.9768124552900136	4.7622500299910347e-07
408.072	0.9776677825511074	1.343263914640449e-07
408.23	0.9784623460413417	3.600680017241071e-08
408.388	0.9792023898476394	9.17237357697096e-09
408.546	0.979893331976895	2.220511190944152e-09
408.704	0.9805398964259933	5.108556765892093e-10
