energy	step1_	g1_	g2_	g3_	g4_	g5_
279.85	0.015480180225348639	3.967359230832973e-42	1.8178966598623068e-28	6.866600311971917e-36	2.561451695562009e-48	2.1438788516137728e-72
280.0443	0.01576778820761826	3.3662328823194464e-39	6.357068314601162e-27	2.2413106413760833e-34	1.4844659587821092e-46	3.1429474807399335e-70
280.25	0.01608414026039029	3.248010855489268e-36	2.451125533182848e-25	8.253058192436608e-33	1.0037724000658136e-44	5.676791187714941e-68
280.4443	0.016394832903931233	1.663869919528974e-33	6.951672404680961e-24	2.2987448474855413e-31	4.964035744269111e-43	7.101586489357628e-66
280.65	0.01673709547257285	9.410105478566607e-31	2.1473210421746782e-22	7.156119804133334e-30	2.8377483954354793e-41	1.0844141003318037e-63
280.8443	0.017073765135331764	2.9104199336665657e-28	4.93920192002321e-21	1.7008618551700175e-28	1.1975374782982174e-39	1.1576124640038039e-61
281.05	0.017445253650233528	9.647895357766677e-26	1.2222596347112752e-19	4.476409976582672e-27	5.78764760841092e-38	1.4944347206855403e-59
281.2443	0.017811296341634586	1.8015777751638183e-23	2.2801285240148113e-18	9.078976061578882e-26	2.0841687747869073e-36	1.3613210642312704e-57
281.45	0.01821591634527553	3.5005134511564214e-21	4.5202767238920475e-17	2.020094397599176e-24	8.515689759793682e-35	1.4857587585482945e-55
281.6443	0.018615346193538385	3.946494014545419e-19	6.839068249861816e-16	3.496183811068326e-23	2.6167739806783236e-33	1.15490827153244e-53
281.85	0.019057730559995323	4.494609762102012e-17	1.0861795929665667e-14	6.576624262624163e-22	9.039140533556892e-32	1.0656367907237272e-51
282.0443	0.019495326937724322	3.0593626111805836e-15	1.3328142012290934e-13	9.712727423240476e-21	2.370222397088957e-30	7.068446510484045e-50
282.3604	0.020251783941764967	1.7382868121714779e-12	6.33572611305125e-12	6.579598772222881e-19	4.085673147219473e-28	5.514565256336366e-47
282.429	0.02042375767665211	6.319683261037081e-12	1.4135164911971206e-11	1.5989578521894073e-18	1.2159845288634241e-27	2.2776052315408437e-46
282.4975	0.02059841588393241	2.224395536459201e-11	3.110294375003202e-11	3.843710046782553e-18	3.578822484050895e-27	9.297921244947068e-46
282.5547	0.020746563776838423	6.214938327986716e-11	5.951060648303607e-11	7.936719981687221e-18	8.750423169041336e-27	2.987648677748219e-45
282.6233	0.020927068426354	2.0721827998180492e-10	1.280850802908227e-10	1.8770030779038677e-17	2.534427116627327e-26	1.200834121124985e-44
282.6918	0.021110466862277744	6.689858263970148e-10	2.7190774920988344e-10	4.391189003340064e-17	7.259311907896654e-26	4.770830355630541e-44
282.749	0.021266088535179695	1.739020093860395e-09	5.049014551894121e-10	8.863843854537086e-17	1.7351374496155106e-25	1.498604957407691e-43
282.8175	0.02145549501676558	5.309031106435915e-09	1.047253791492207e-09	2.0375471578582016e-16	4.883351216217603e-25	5.850143859191336e-43
282.8861	0.02164858446376361	1.5746143570255955e-08	2.1471181326409706e-09	4.64465042855652e-16	1.3632959622308134e-24	2.2664256474798838e-42
282.9433	0.021812259152384328	3.808243992129201e-08	3.869306503106621e-09	9.165212261157334e-16	3.1855036154374668e-24	6.95959864194086e-42
283.0118	0.02201154931359689	1.0663691801889537e-07	7.742850555283851e-09	2.0503671829039934e-15	8.725005753130308e-24	2.644034503485625e-41
283.0804	0.022214807782385215	2.900573573912564e-07	1.5314561248184254e-08	4.548448981918377e-15	2.370414153291403e-23	9.968466873941243e-41
283.1375	0.022386872385509793	6.517628644405774e-07	2.675794942069996e-08	8.764073993806123e-15	5.406759848822055e-23	2.9866789750579147e-40
283.2061	0.022597142854131447	1.6763020968564428e-06	5.170875453912094e-08	1.9102711066892006e-14	1.443287583037815e-22	1.1063870459439161e-39
283.2747	0.02281139391067588	4.18163337783444e-06	9.866598214066935e-08	4.123946419431581e-14	3.815906338265698e-22	4.059332777444436e-39
283.3318	0.0229928457008699	8.74317839880793e-06	1.673133557681783e-07	7.768237064438723e-14	8.508976093332826e-22	1.1889992451011946e-38
283.4004	0.023214689382649034	2.0622883120838536e-05	3.119187937064044e-07	1.647774445687559e-13	2.2104435083803805e-21	4.286338231528231e-38
283.469	0.023440847817512933	4.718026870831307e-05	5.741754140719962e-07	3.461800943895843e-13	5.687358083113111e-21	1.5304541829090671e-37
283.5261	0.023632475000441966	9.179128647435336e-05	9.449800848233884e-07	6.374972227866616e-13	1.2398150919182496e-20	4.382420078671232e-37
283.5947	0.023866872475805934	0.00019856324484750324	1.6995473651062336e-06	1.315951584929239e-12	3.1343345998400594e-20	1.5374648132216035e-36
283.6633	0.024105957268418576	0.00041660766401028306	3.018116544207314e-06	2.690484916406849e-12	7.848069330042259e-20	5.342264684374128e-36
283.7204	0.024308638647014935	0.0007541990168958334	4.820909367287339e-06	4.843658495464659e-12	1.6725377368398493e-19	1.49549795035957e-35
283.789	0.02455668425427837	0.0014962381739384455	8.364486166135432e-06	9.73019292363652e-12	4.114818513551511e-19	5.105794417464908e-35
283.8575	0.024809460994265564	0.0028763504160891143	1.431874230894236e-05	1.9340421002451423e-11	1.0013678930118394e-18	1.7234615753503239e-34
283.9147	0.025024552154585045	0.004849789132144275	2.2215164961210256e-05	3.407282363773862e-11	2.0889802009412012e-18	4.724947977857079e-34
283.9832	0.025287083665151366	0.008816287343398498	3.7156724934200425e-05	6.654585729527251e-11	4.995117721000658e-18	1.567125361392989e-33
284.0518	0.02555556553919236	0.01555851708683244	6.141119628375425e-05	1.288517726439908e-10	1.1845187100416623e-17	5.157065868199846e-33
284.109	0.025783818928852398	0.024406872850581737	9.246649226185e-05	2.2191268438279914e-10	2.4156394524127258e-17	1.3821259846080638e-32
284.1776	0.026062986718448422	0.04072505091280063	0.0001493117724250256	4.2218490937667674e-10	5.628329529248947e-17	4.4688705743185836e-32
284.2347	0.026299996636846568	0.060928142442162124	0.00022035162273229718	7.158427908917543e-10	1.1297038457659818e-16	1.1782303178627566e-31
284.3033	0.026590490433113956	0.0961288639896681	0.00034764299918915037	1.338121412151811e-09	2.586242806429245e-16	3.743153390133023e-31
284.3718	0.026887019985847915	0.14701477691079212	0.000541210510979194	2.4752296828067944e-09	5.857169401241592e-16	1.1758486295936098e-30
284.429	0.027139735317693148	0.20478334542961976	0.0007756752587258933	4.106616228309461e-09	1.1506807801535593e-15	3.0358006960451487e-30
284.4976	0.02744913788200737	0.2963110654423125	0.001180583904340398	7.470476520377751e-09	2.5635740640393323e-15	9.385707345185561e-30
