*********************  Core Excitation Data  ********************
****************  A.P. Hitchcock & D.C. Mancini  ****************
*
* Formula: C6H5CN
* Name: Benzonitrile
* Edge: N 1s
* Alpha Formula: C7H5N
* Data Source: Hitchcock
* Filename:  bq-0nnkk.os
* Ref. Code: H92a
* Write Date: 93/06/10
* Reference: Hitchcock (unpublished)
* Source and Purity: Aldrich (99.9%)
* Acquisition Mode: EELS, 2 deg, 2500 eV CRE mode, 0.55 eV fwhm
*--------------------------------------------------------------
* No. of Spectra: 3    name1- 0bqn5.    name2- 0bqn5-n.    name3- 0bqn.os
*   E (eV)        Raw data             Osc. Str. per atom (E-2)
*--------------------------------------------------------------
  3.924231E+02,  2.540800E+04,  2.536991E+04, -1.472204E-02,
  3.925517E+02,  2.545900E+04,  2.542109E+04, -2.014118E-03,
  3.926802E+02,  2.557100E+04,  2.553365E+04,  1.993879E-02,
  3.928088E+02,  2.520700E+04,  2.517001E+04, -2.988786E-02,
  3.929374E+02,  2.525400E+04,  2.521683E+04, -1.783747E-02,
  3.930659E+02,  2.539200E+04,  2.535446E+04,  7.931267E-03,
  3.931945E+02,  2.517000E+04,  2.513231E+04, -2.061748E-02,
  3.933231E+02,  2.510400E+04,  2.506637E+04, -2.560547E-02,
  3.934517E+02,  2.526700E+04,  2.522963E+04,  4.035119E-03,
  3.935802E+02,  2.513200E+04,  2.509512E+04, -1.134095E-02,
  3.937088E+02,  2.495700E+04,  2.492058E+04, -3.279575E-02,
  3.938374E+02,  2.519200E+04,  2.515564E+04,  7.741738E-03,
  3.939659E+02,  2.480800E+04,  2.477137E+04, -4.548429E-02,
  3.940945E+02,  2.517400E+04,  2.513707E+04,  1.488195E-02,
  3.942231E+02,  2.517500E+04,  2.513785E+04,  1.997167E-02,
  3.943517E+02,  2.482500E+04,  2.478758E+04, -2.818907E-02,
  3.944802E+02,  2.481500E+04,  2.477736E+04, -2.479884E-02,
  3.946088E+02,  2.485900E+04,  2.482143E+04, -1.317452E-02,
  3.947374E+02,  2.503900E+04,  2.500168E+04,  1.913671E-02,
  3.948659E+02,  2.482100E+04,  2.478361E+04, -9.059018E-03,
  3.949945E+02,  2.459200E+04,  2.455418E+04, -3.900724E-02,
  3.951231E+02,  2.482700E+04,  2.478889E+04,  1.623914E-03,
  3.952516E+02,  2.462100E+04,  2.458301E+04, -2.479232E-02,
  3.953802E+02,  2.483100E+04,  2.479326E+04,  1.213117E-02,
  3.955088E+02,  2.449300E+04,  2.445535E+04, -3.443687E-02,
  3.956374E+02,  2.464900E+04,  2.461132E+04, -5.759303E-03,
  3.957659E+02,  2.461700E+04,  2.457930E+04, -5.735098E-03,
  3.958945E+02,  2.463800E+04,  2.460034E+04,  2.378187E-03,
  3.960231E+02,  2.441200E+04,  2.437447E+04, -2.720782E-02,
  3.961516E+02,  2.408600E+04,  2.404857E+04, -7.211065E-02,
  3.962802E+02,  2.454300E+04,  2.450531E+04,  2.562956E-03,
  3.964088E+02,  2.426800E+04,  2.422966E+04, -3.467600E-02,
  3.965374E+02,  2.458800E+04,  2.454905E+04,  1.907530E-02,
  3.966659E+02,  2.415500E+04,  2.411582E+04, -4.233775E-02,
  3.967945E+02,  2.418200E+04,  2.414283E+04, -3.334315E-02,
  3.969231E+02,  2.435000E+04,  2.431084E+04, -2.741385E-03,
  3.970516E+02,  2.421200E+04,  2.417288E+04, -1.902047E-02,
  3.971802E+02,  2.445500E+04,  2.441594E+04,  2.311447E-02,
