energy	step1_	g1_	g2_	g3_	g4_	g5_
286.6515	0.07075588509145131	0.011811749771621265	0.5607896982037215	1.301767211571469e-12	4.599966356321631e-07	1.3720823556631463e-12
286.7429	0.07495845998382478	0.005916963490744013	0.6357523497653841	8.08927470416686e-12	8.743392128812708e-07	3.49389285052705e-12
286.8458	0.08031640834535536	0.00257850861187545	0.7067445711131258	5.83931628390325e-11	1.7653854322580805e-06	9.805121826970241e-12
286.9487	0.08647895957508267	0.0010630423966323493	0.7567600425158858	3.8726742204811546e-10	3.4883050064133926e-06	2.6928473590314806e-11
287.0516	0.09363620560601582	0.00041461488308277406	0.780503957459293	2.3596983004565465e-09	6.745353191102867e-06	7.237453887878384e-11
287.143	0.10102983785002023	0.00017148967459205286	0.7773937783193092	1.0942708719852251e-08	1.1899212172026771e-05	1.710422595211525e-10
287.2459	0.11082526105346885	6.0234998003588916e-05	0.7469984285076428	5.681677389716795e-08	2.208960418220017e-05	4.413234254510415e-10
287.3488	0.12261996596909308	2.001576193678514e-05	0.691384311429853	2.7103467230931697e-07	4.0130353929626604e-05	1.1143609022350542e-09
287.4517	0.13705064069390127	6.2922744405914945e-06	0.616368673009736	1.1878721031753337e-06	7.134661558271057e-05	2.7536585208774114e-09
287.5432	0.1528243091058175	2.1462893611831666e-06	0.5392796965721997	4.116272670140689e-06	0.00011687060584643928	6.0448434390063216e-09
287.6461	0.1750450533154067	6.075989510017577e-07	0.4478999334544604	1.537161211102024e-05	0.00019946929103398304	1.4339685804324794e-08
287.749	0.2038017130239465	1.6272641647677745e-07	0.3583184169861889	5.273892196431769e-05	0.00033316711128331605	3.328967418983254e-08
287.8518	0.2416806383324509	4.12859749142778e-08	0.27618263658017234	0.0001660630227216058	0.0005443280335179432	7.557062231262072e-08
287.9433	0.2858575025791523	1.1625203896261697e-08	0.21226890301884055	0.0004292995442059684	0.0008274568807020739	1.5395036551660137e-07
288.0462	0.3504428497871196	2.6525925693108063e-09	0.15239033515403377	0.001153121380894625	0.0012984530884302657	3.3577274891929053e-07
288.1491	0.43143101458221933	5.726019481622807e-10	0.10537793348574355	0.002845680724424531	0.0019939877516554016	7.166803524070857e-07
288.252	0.5222936906107655	1.1693577452029057e-10	0.07018804335491433	0.006451992730671348	0.0029966363227731446	1.4969968327233811e-06
288.3434	0.6005472575718865	2.7223565459318005e-11	0.04740771757781365	0.012433882855018487	0.0042257528283180645	2.828101775291671e-06
288.4463	0.6756896276130523	5.006753398093402e-12	0.029418750032113673	0.024022637335269416	0.00609670422456665	5.671133875760283e-06
288.5492	0.7340953517422566	8.711234428055911e-13	0.017584118023036374	0.04264136989039369	0.008607984812544446	1.1129101295026569e-05
288.6407	0.7737657767763262	1.7559447443182905e-13	0.010782136473224657	0.066148348438481	0.011487579332390892	1.9903533425586816e-05
288.7435	0.8078596644372915	2.756268668702031e-14	0.006007614874960759	0.10000994019169342	0.015566158662125826	3.7473821806280455e-05
288.8464	0.8339118780326973	4.085770543345507e-15	0.0032224142817865817	0.13898130880341977	0.020648220602232484	6.90896505123843e-05
288.9493	0.8541982873147766	5.729789936901989e-16	0.0016648759054352382	0.1774459848016433	0.02680397108281584	0.0001246560424417675
289.0408	0.8687023024480031	9.534265961925789e-17	0.0008967731457285949	0.20535584563957232	0.03319547776704777	0.0002068884154722234
289.1437	0.8820582750665953	1.2040518881530929e-17	0.0004316472517820219	0.2234021248402031	0.04136812098818154	0.0003583495591595481
289.2466	0.8930425338724355	1.4385184826724477e-18	0.00020012279990169775	0.22328732916944255	0.050450792975882494	0.0006074253410395676
289.3495	0.9022148831839278	1.6259155780508757e-19	8.936868453806472e-05	0.20503944062860674	0.06021234331138572	0.001007614174800683
289.4409	0.9091699000626248	2.238184062221683e-20	4.232049418199156e-05	0.17704561985651274	0.06919073857360505	0.0015511750375585373
289.5438	0.9159295994672045	2.2782163627198108e-21	1.7607643496815352e-05	0.13853666618165716	0.07927659364662323	0.00247025423003665
289.6467	0.9217718679568943	2.1938475097509865e-22	7.056233556657507e-06	0.09959575493578927	0.08889090469983066	0.0038497969724959305
289.7496	0.9268683603465955	1.9986199146565078e-23	2.7237413416647944e-06	0.06578296940784378	0.09754050551473954	0.005871503609081916
289.841	0.9308771714703481	2.271624031336535e-24	1.133206956091171e-06	0.04238901799775024	0.10402450363690048	0.008388881966495575
289.9439	0.9349019619813852	1.8637036237569887e-25	4.0753401047190025e-07	0.023857900189951937	0.10958290523809247	0.012282734704595477
290.0468	0.9384893793809206	1.4465370030090366e-26	1.4116911420277408e-07	0.012336945012828211	0.11297056445217951	0.017599542963908102
290.1497	0.9417062634514417	1.0621712647304655e-27	4.71017155783094e-08	0.00586110620007962	0.11397329860148514	0.024678743196007234
290.2411	0.9442967506134263	9.968027539417941e-29	1.7217024549969333e-08	0.0028184580604016076	0.11280854058237863	0.03272397131327955
290.344	0.9469532280833165	6.591600101946248e-30	5.352009132960365e-09	0.0011410107985066614	0.1092595184457155	0.04405215254035052
290.4469	0.9493699102003301	4.1236782970450215e-31	1.602495422728784e-09	0.000424389355432679	0.10355996951396723	0.05803414574359208
290.5498	0.9515776190626033	2.4405685190686948e-32	4.621659590387722e-10	0.00014502262439451327	0.09605940147385102	0.07481960106987698
290.6413	0.9533861746686283	1.8857687018603648e-33	1.4823493984509042e-10	5.198247989008645e-05	0.08823127495176775	0.09209607518650759
290.7442	0.9552661921490773	1.0050504551920294e-34	3.982883735716736e-11	1.5135567942411799e-05	0.07856712825797095	0.11398383814218267
290.847	0.9569997069786298	5.082438425509767e-36	1.0321534567612205e-11	4.054258051527953e-06	0.06847580901585984	0.13803348247507682
290.95	0.9586076171140951	2.4172616103514067e-37	2.5695397384088766e-12	9.951116877367399e-07	0.05838798931880551	0.16364154715926674
291.0414	0.9599374938304664	1.546444781915723e-38	7.249677169089643e-13	2.664748657066686e-07	0.049777227969810794	0.18689809129263776
291.1443	0.9613364938918241	6.643165712906837e-40	1.6837198650844085e-13	5.5808107543576264e-08	0.04075296161560995	0.2126753536995458
291.2472	0.9626415175003953	2.699778019453285e-41	3.766536746236697e-14	1.073828409371447e-08	0.03265148769745824	0.23683440455482316
291.3501	0.9638616863347701	1.0379903858915628e-42	8.115883164432301e-15	1.898318294726996e-09	0.025601304946320277	0.2580998490731203
291.4415	0.9648807982519038	5.482927846546299e-44	2.011764404283262e-15	3.793547811304992e-10	0.020256177932845967	0.2735818315228658
291.5444	0.9659617247942294	1.898429293633891e-45	4.0386145749988064e-16	5.714601118875751e-11	0.015247411258290124	0.2862264035024986
291.6473	0.9669783307634906	6.218542762628374e-47	7.809242365492346e-17	7.909022876317035e-12	0.011231817961830828	0.29305387278964024
291.7502	0.9679361723695776	1.9270595097226406e-48	1.4544761351476593e-17	1.0056718444556892e-12	0.008096910304418711	0.2936300959979691
291.8416	0.9687416841723206	8.404710586661174e-50	3.1675679282792966e-18	1.4997709048577594e-13	0.0059456993062048	0.2888605820494121
291.9445	0.9696015902410587	2.3455564338318113e-51	5.496488786634046e-19	1.6250420379216822e-14	0.004114828092716994	0.27785669541326447
292.0474	0.9704155842016055	6.192718121906592e-53	9.186835929384439e-20	1.617710580871236e-15	0.0027868640365964147	0.261558465684053
292.1503	0.9711872376096897	1.546781755790819e-54	1.478998654434262e-20	1.4795634759628016e-16	0.0018471203658824967	0.24095282721996997
292.2418	0.9718404426293192	5.549774225927461e-56	2.824699849584471e-21	1.6426127027805763e-17	0.0012582900748586284	0.21996858258316693
292.3447	0.9725406137627317	1.248292201734903e-57	4.236624921322797e-22	1.2800838042785004e-18	0.0008006275837319983	0.1945334387181723
292.4475	0.9732062593823738	2.6662822337684186e-59	6.132158680020664e-23	9.189013141329524e-20	0.0004987697996054956	0.16838706994412603
292.5504	0.973841070163065	5.367784535291564e-61	8.533345378290834e-24	6.045064854671204e-21	0.00030394129397527057	0.14262055713931054
292.6419	0.9743808605214228	1.589859577319917e-62	1.4316614914559935e-24	5.006746188193368e-22	0.00019214453364811544	0.12082686571657114
