# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                C
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     285.910
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              12141.2629102
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -8.364 -1.857
# Athena.pre_edge_line:          7714.253195 - 19.6686 * E
# Athena.normalization_range:    18.789 37.283
# Athena.post_edge_polynomial:   71811.074595 - 201.389 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 38.795
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 3.191
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                1.191 3.000
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        flat        fbkg        nder        nsec
  289.79590       0.50805655       0.56621735      -0.10775026      -0.27519429E-01   0.49328513
  289.86280       0.51362317       0.57278528      -0.10664058       0.55048661E-02    1.3203727
  289.92970       0.50879310       0.56895651      -0.10553090       0.14914644        1.7251133
  289.99670       0.53359388       0.59476009      -0.10441957       0.23649754       0.85670528
  290.06360       0.54046012       0.60262763      -0.10330989       0.26385928        1.3730889
  290.13050       0.56889825       0.63206706      -0.10220021       0.42021684       0.80240466
  290.19740       0.59668513       0.66085525      -0.10109053       0.37122103      -0.37795847
  290.26440       0.61860475       0.68377766      -0.99979194E-01   0.36960820       0.89253464
  290.33130       0.64617567       0.71234988      -0.98869516E-01   0.49073141      -0.95304492E-01
  290.39820       0.68426461       0.75144012      -0.97759838E-01   0.35685646       -1.8191183
  290.46510       0.69392306       0.76209988      -0.96650159E-01   0.24733339       0.18015487
  290.53210       0.71738255       0.78656217      -0.95538822E-01   0.38097919      -0.58209053E-01
  290.59900       0.74493618       0.81511709      -0.94429144E-01   0.23953920      -0.94005831
  290.66590       0.74943289       0.82061511      -0.93319465E-01   0.25519939        1.7042570
  290.73280       0.77908185       0.85126538      -0.92209787E-01   0.46756878       0.94316912
  290.79980       0.81204035       0.88522667      -0.91098450E-01   0.38148974       -1.9984503
  290.86670       0.83016333       0.90435095      -0.89988772E-01   0.19997628      -0.45656790
  290.93360       0.83879718       0.91398610      -0.88879093E-01   0.32040095        1.6485291
  291.00050       0.87303298       0.94922320      -0.87769415E-01   0.42054947      -0.29491033
  291.06750       0.89510875       0.97230178      -0.86658078E-01   0.28091246       -1.0462516
  291.13440       0.91064716       0.98884148      -0.85548400E-01   0.28045638       0.56707812
  291.20130       0.93263382        1.0118294      -0.84438721E-01   0.35678751      -0.93627209
  291.26820       0.95838533        1.0385823      -0.83329043E-01   0.15518317       -1.1027087
  291.33520       0.95341284        1.0346126      -0.82217706E-01   0.20913481        2.1055766
  291.40210       0.98638848        1.0685895      -0.81108027E-01   0.43711987       0.57827094
  291.46900        1.0118995        1.0951018      -0.79998349E-01   0.28650747       -1.7236005
  291.53590        1.0247232        1.1089268      -0.78888671E-01   0.20650213      -0.18152930
  291.60290        1.0395501        1.1247565      -0.77777334E-01   0.26220069       0.72617809
  291.66980        1.0598318        1.1460396      -0.76667655E-01   0.30373737       0.30735610
  291.73670        1.0801902        1.1673992      -0.75557977E-01   0.30332494       -1.3817850
  291.80360        1.1004167        1.1886271      -0.74448299E-01   0.11885454      -0.33542455
  291.87060        1.0961048        1.1853179      -0.73336962E-01   0.25841159        1.9900744
  291.93750        1.1350180        1.2252325      -0.72227283E-01   0.38532551       -1.1052742
  292.00440        1.1476614        1.2388771      -0.71117605E-01   0.11052590       -3.7184572
  292.07140        1.1498175        1.2420360      -0.70006268E-01  -0.11257592      -0.60659876
  292.13830        1.1325874        1.2258073      -0.68896589E-01   0.29302328E-01    1.8047228
