energy	step1_	g1_	g2_	g3_
281.55	0.012710835877226209	1.2145930383166336e-58	2.4005275120603744e-22	2.6306591687440303e-46
281.677	0.012916934892390146	6.867938831939174e-56	1.4439939993386903e-21	3.568147176028134e-45
281.804	0.013129823768336147	3.333357912965433e-53	8.40482567762653e-21	4.683015076872582e-44
281.93	0.013348082238717073	1.3250394832418187e-50	4.670267105201036e-20	5.830121047363191e-43
282.057	0.01357553639822377	4.7438014991558e-48	2.5458150269662664e-19	7.166088584139106e-42
282.184	0.013810871724182864	1.457753506361044e-45	1.3428162634198809e-18	8.522978522143884e-41
282.311	0.014054504784402433	3.84504635203988e-43	6.8534770129400454e-18	9.808559629441506e-40
282.438	0.014306882010563656	8.705204194514306e-41	3.3846202572490213e-17	1.0922541419765466e-38
282.565	0.014568482421334043	1.6916723225649877e-38	1.617385552416517e-16	1.176919571438795e-37
282.692	0.014839820648760183	2.8217167960990403e-36	7.478625575036349e-16	1.2270845574226948e-36
282.819	0.015121450308060632	4.039898937289636e-34	3.3460670738143863e-15	1.2379605844519506e-35
282.946	0.015413967757116358	4.964636737136247e-32	1.448612123249367e-14	1.2084919590807698e-34
283.073	0.015718016299227765	5.2367802560306934e-30	6.068400137205141e-14	1.1415247546267614e-33
283.2	0.016034290891279675	4.741340252466064e-28	2.4598063855676574e-13	1.0433536114332592e-32
283.327	0.016363543429607944	3.68466316644384e-26	9.647888166465618e-13	9.227463467342763e-32
283.454	0.016706588697916077	2.457844264833717e-24	3.661577391231216e-12	7.89655684859804e-31
283.581	0.01706431107594885	1.4072486090833089e-22	1.3446485751239963e-11	6.538796464473855e-30
283.708	0.017437672124797618	6.915875920703108e-21	4.7780863618756136e-11	5.239170028830736e-29
283.835	0.01782771918530916	2.9173158790044283e-19	1.6428723310840627e-10	4.061923949110306e-28
283.962	0.018235595150877502	1.0562813627139288e-17	5.465856890377285e-10	3.047233287380483e-27
284.089	0.018662549605882622	3.2827338725694213e-16	1.7596136360122787e-09	2.2119955084111023e-26
284.216	0.01910995155744962	8.756925076326657e-15	5.48126756118665e-09	1.5537008335791558e-25
284.343	0.019579304032575753	2.0050605379614583e-13	1.652149359802234e-08	1.0559787475156211e-24
284.47	0.020072260867014476	3.940608079987145e-12	4.818615039132007e-08	6.94460546488784e-24
284.596	0.020586459887284247	6.505128052723739e-11	1.3489869900599095e-07	4.3558419548511885e-23
284.723	0.021132065584792296	9.43047923763939e-10	3.68470302305158e-07	2.682787769335374e-22
284.85	0.021707333091939104	1.173468874380738e-08	9.738719138265332e-07	1.5988405077197663e-21
284.977	0.022314744754265238	1.2533411081103577e-07	2.4906104877551718e-06	9.219950491510064e-21
285.104	0.02295706735930372	1.1490181582349775e-06	6.163315573714544e-06	5.144659736738906e-20
285.231	0.02363739400124977	9.04158142935291e-06	1.4758003823267383e-05	2.777725619313223e-19
285.358	0.024359193548732734	6.106913970953046e-05	3.419364929301536e-05	1.4511979412611645e-18
285.485	0.025126369373343112	0.00035404552085421906	7.665984001797537e-05	7.336156439407466e-18
285.612	0.02594332942189763	0.0017617987796354436	0.00016630104764759149	3.588518050534042e-17
285.739	0.026815070267269397	0.0075251195430576425	0.00034908137886010046	1.6985029574195044e-16
285.866	0.027747278494105427	0.027588646867566863	0.0007090273718664096	7.778970073328672e-16
285.993	0.02874645372670304	0.08681750390971606	0.0013934902712440344	3.44732727144895e-15
286.12	0.029820058870540445	0.23450067030308583	0.0026500221359309533	1.4782488519888617e-14
286.247	0.030976704834992957	0.543676773454833	0.004876404050632764	6.133624807748976e-14
286.374	0.03222637930239404	1.0819255310999139	0.008682693807948894	2.462586442493661e-13
286.501	0.033580732253535465	1.8480505953448325	0.014959390866320515	9.566881235463736e-13
286.628	0.03505343531235114	2.7095067850855785	0.024938937942886204	3.596283347726799e-12
286.755	0.03666063806838788	3.4097813179436898	0.04022968391404832	1.3081033037833889e-11
286.882	0.03842155318207911	3.6831780111048125	0.06279425425482084	4.6039945835560854e-11
287.009	0.0403592145103764	3.4149062827498478	0.09484136915560862	1.5679499172983348e-10
287.136	0.04250147063165742	2.7176577843277454	0.13860546168572543	5.166949180755824e-10
287.263	0.044882303043439604	1.856396089577838	0.19600515503046725	1.6475583883978133e-09
287.389	0.04752142077443258	1.093682460572964	0.26757327006182147	5.039124096104225e-09
287.516	0.050512535861752736	0.5510731907670008	0.354365701220357	1.5048162844261117e-08
287.643	0.053901635997574526	0.23833466726351843	0.4541143807355893	4.34827028826089e-08
287.77	0.05777286537795279	0.08847591245991178	0.563097308121425	1.2157777824587002e-07
287.897	0.06223554812521348	0.02819179838690715	0.6756258664170965	3.2892470540517046e-07
288.024	0.06743420310820812	0.007710462152193239	0.7843929945023771	8.610798116337056e-07
288.151	0.0735636445802458	0.00181008069574556	0.8811823006285713	2.181197247187498e-06
288.278	0.08089237040656685	0.00036473325452661203	0.9578608995238788	5.346272557659255e-06
288.405	0.08979987341650648	6.308305034611014e-05	1.0074969650700631	1.2679784470224904e-05
288.532	0.10083810878365254	9.365045824049376e-06	1.0253913953673528	2.9098946654250894e-05
288.659	0.11483623554380125	1.193347771584285e-06	1.0098112666203707	6.461707368316438e-05
288.786	0.1330849946713213	1.3052209750670738e-07	0.9622665207841956	0.00013884234018730825
288.913	0.15766881600275978	1.2253522720721472e-08	0.8872687000158067	0.00028866968944759274
289.04	0.19205736308896107	9.874105761247235e-10	0.7916251211736192	0.0005807444471387078
289.167	0.24202540689715243	6.82958771218263e-11	0.683421433071202	0.0011305078123746849
