energy	step1_	g1_	g2_	g3_
528.444	0.019535443724154933	6.82922281629576e-45	2.0213466573686893e-38	3.187897951325074e-50
528.637	0.019828672972606192	7.882137628743683e-42	4.778773724474097e-36	1.8945409649769198e-48
528.83	0.020130827255973135	7.082081782484491e-39	9.477040921332423e-34	1.0434922610719029e-46
529.023	0.02044231977861544	4.953612769413334e-36	1.5765569629643568e-31	5.326722927234866e-45
529.216	0.020763589614664447	2.697288268762397e-33	2.2000228946292916e-29	2.5200933281465584e-43
529.409	0.02109510376172483	1.1433438645924014e-30	2.575285342576496e-27	1.1049911110209604e-41
529.602	0.02143735939306935	3.7728588735146887e-28	2.5287397419012663e-25	4.490416104443457e-40
529.795	0.021790886331038335	9.691889365701446e-26	2.0828765682164143e-23	1.6912197110915304e-38
529.988	0.022156249767369532	1.9381640252165318e-23	1.4391416986489536e-21	5.9033579726151444e-37
530.181	0.022534053259653675	3.017288248312218e-21	8.341116784091282e-20	1.9097822347099151e-35
530.374	0.022924942037123818	3.656682615436217e-19	4.0553231700594306e-18	5.72603794459382e-34
530.567	0.023329606653609107	3.4498636094902827e-17	1.65389280738506e-16	1.5911467522262625e-32
530.76	0.023748787030867923	2.5337325856811654e-15	5.658090248233716e-15	4.097810720343329e-31
530.953	0.02418327694175286	1.4486511676297053e-13	1.6237269702446674e-13	9.780908461570447e-30
531.146	0.024633928989940705	6.4477925709001405e-12	3.90873979886215e-12	2.163675548005092e-28
531.339	0.02510166015145998	2.234099374616839e-10	7.8929824931813e-11	4.4359916735118085e-27
531.532	0.0255874579532076	6.026124628009235e-09	1.3369837862156535e-09	8.428978577038298e-26
531.725	0.02609238737534736	1.2653711373663017e-07	1.899729487451731e-08	1.4843790639660936e-24
531.918	0.02661759857825564	2.068435257035571e-06	2.264321078864189e-07	2.422703870587218e-23
532.111	0.027164335570972146	2.632146952608094e-05	2.263939815528857e-06	3.66472582406113e-22
532.304	0.02773394595740436	0.0002607489242788014	1.898770027340672e-05	5.137694617548639e-21
532.497	0.028327891919483913	0.002010847387911245	0.00013358585675538097	6.675452759371727e-20
532.69	0.028947762623845068	0.01207201843477173	0.0007883684122810985	8.038570219644795e-19
532.883	0.029595288271359852	0.05641893207328607	0.0039028204516453747	8.971447816290465e-18
533.076	0.030272356048238778	0.2052645849739609	0.01620722090311622	9.279656562322508e-17
533.269	0.03098102828485805	0.581362992040693	0.056457176318097	8.895838993519123e-16
533.462	0.03172356318594609	1.281813767665844	0.1649720523592676	7.90364758156487e-15
533.655	0.03250243856558859	2.200121546658254	0.4043730685811352	6.50809468492824e-14
533.848	0.03332037910573788	2.939764961682109	0.8314472329682746	4.966675670168298e-13
534.041	0.03418038776138925	3.0578961854043047	1.4340615222846074	3.512880543338834e-12
534.234	0.03508578206422217	2.47615061535565	2.074825115976144	2.3027490138768364e-11
534.427	0.03604023623568396	1.5609017625797539	2.5181165773004066	1.3989927724145975e-10
534.62	0.03704783021837152	0.7659814936337872	2.5636031110390447	7.877165663831986e-10
534.813	0.03811310698193267	0.29262078823379656	2.1893055101006813	4.1106464938498975e-09
535.006	0.039241139770511295	0.08702344412364595	1.5683484988268743	1.988089462821166e-08
535.199	0.04043761135156371	0.02014705405269472	0.9424523405661513	8.911429167539196e-08
535.392	0.04170890782522545	0.0036310399617134753	0.47506916668016724	3.702068394718726e-07
535.585	0.043062230192177406	0.0005094419432623037	0.20087917393262605	1.4253685070698e-06
535.778	0.04450572770043595	5.564197807847272e-05	0.07125143336186775	5.086224465782683e-06
535.971	0.04604865805769694	4.731018170180022e-06	0.021199856411693387	1.6820911610179042e-05
536.164	0.047701580988090776	3.13148880881871e-07	0.005291183895197542	5.155718266512443e-05
536.357	0.04947659344375882	1.6135829813323168e-08	0.0011077797301698587	0.0001464584617926871
536.55	0.051387617210370475	6.472557810768375e-10	0.00019455150519373903	0.00038558968040736954
536.743	0.05345075289305977	2.0211789394510264e-11	2.866133388297936e-05	0.0009408534431032023
536.936	0.05568471864915321	4.913350918607254e-13	3.5419206208991612e-06	0.0021276696437347864
537.129	0.058111397995646845	9.298116746030894e-15	3.671655040960724e-07	0.004459355120355661
537.322	0.06075652921152254	1.3697975945284194e-16	3.1927546180636943e-08	0.008662147259553023
537.515	0.06365058022508857	1.5709486752152156e-18	2.328894601356399e-09	0.015594257780534974
537.708	0.06682986882125681	1.402528794338197e-20	1.4249996210129363e-10	0.02601893391176391
