# XDI/1.0 Athena/0.9.24
# Element.edge:                  K
# Element.symbol:                C
# Column.1:                      energy eV
# Column.2:                      norm
# Column.3:                      nbkg
# Column.4:                      flat
# Column.5:                      fbkg
# Column.6:                      nder
# Column.7:                      nsec
# Athena.e0:                     286.008
# Athena.eshift:                 0
# Athena.rbkg:                   1.0
# Athena.importance:             1
# Athena.standard:               None
# Athena.bkg_kweight:            2
# Athena.edge_step:              0.0012555
# Athena.fixed_step:             no
# Athena.pre_edge_range:         -10.039 -2.599
# Athena.pre_edge_line:          0.002669 - 4.98651e-006 * E
# Athena.normalization_range:    20.381 29.514
# Athena.post_edge_polynomial:   0.011799 - 3.25196e-005 * E + 0 * E^2 + 0 * E^3
# Athena.spline_range_energy:    0.000 183.185
# Athena.clamps:                 0 24
# Athena.spline_range_k:         0.000 6.934
# Athena.kweight:                2
# Athena.window:                 hanning
# Athena.phase_correction:       no
# Athena.k_range:                3.000 4.937
# Athena.dk:                     1
# Athena.r_range:                1 3
# Athena.dr:                     0.0
# Athena.window:                 hanning
# Athena.plot_multiplier:        1
# Athena.y_offset:               0
# ///
#------------------------
#   e         norm        nbkg        flat        fbkg        nder        nsec
  299.80273       0.81534650       0.80179382        1.1178696        1.1043365      -0.67947353E-01  -0.83473429E-01
  299.90234       0.79526294       0.80002529        1.0999710        1.1047524       0.25657929E-03  -0.49015932
  300.02441       0.81540337       0.79779002        1.1227879        1.1051941      -0.17660572       -1.0934346
  300.13037       0.75499202       0.79579007        1.0647017        1.1055178      -0.24907637        1.1568157
  300.25244       0.75860716       0.79341834        1.0709937        1.1058231       0.87179840E-01    2.6426369
  300.36377       0.77533965       0.79119324        1.0901672        1.1060394       0.36771086      -0.24158841
  300.47461       0.84030075       0.78892008        1.1575575        1.1061969       0.33506626E-01   -1.1429227
  300.58594       0.78278375       0.78657984        1.1024833        1.1062981       0.11379001      -0.11366059
  300.68604       0.86435889       0.78442765        1.1862516        1.1063411       0.94758447E-02   -3.3962312
  300.78564       0.78467615       0.78224157        1.1087552        1.1063394      -0.56446112       0.67562845
  300.88574       0.75163206       0.78000089        1.0779071        1.1062939       0.14440357        3.0132447
  300.98584       0.81358506       0.77771694        1.1420538        1.1062051       0.38776303E-01   0.15463600E-01
  301.07471       0.75895941       0.77565355        1.0893783        1.1060906       0.14732565       0.17621729
  301.16357       0.83976990       0.77355714        1.1721357        1.1059430       0.70096178E-01   -2.3557983
  301.25244       0.77141792       0.77142821        1.1057342        1.1057629      -0.27138074      -0.91637875
  301.34668       0.79007859       0.76913564        1.1264611        1.1055370      -0.97697811E-01    1.4868493
  301.42480       0.75457840       0.76720820        1.0926750        1.1053229      -0.15102481E-01   0.81232632
  301.51367       0.78755660       0.76498660        1.1276013        1.1050501       0.37954349E-01  -0.64463127
  301.61377       0.76175043       0.76244772        1.1039909        1.1047064      -0.13691510       0.10677636
  301.70801       0.76094908       0.76002271        1.1052562        1.1043480       0.58704829E-01   -1.3077122
  301.81348       0.77347421       0.75726950        1.1200939        1.1039077      -0.39807451       -1.6299522
  301.90820       0.68125643       0.75476210        1.0299557        1.1034777      -0.26760394        3.3854033
  302.03027       0.71545853       0.75148361        1.0668340        1.1028762       0.33587009        1.3239482
  302.15283       0.76341996       0.74813966        1.1174820        1.1022200       0.56272058E-01   -2.1558074
  302.26953       0.72892206       0.74490803        1.0855441        1.1015476      -0.17992386      -0.45147624
  302.38623       0.72142600       0.74163120        1.0806075        1.1008299      -0.49101818E-01   0.83123684
  302.49756       0.71772551       0.73846410        1.0793485        1.1001043       0.96208301E-02    1.1675329
  302.59717       0.72345540       0.73559721        1.0872627        1.0994218       0.19717466        1.4388374
  302.69727       0.75710267       0.73268544        1.1231043        1.0987052       0.29696672       -2.5692462
  302.78613       0.77957165       0.73007506        1.1475216        1.0980437      -0.28832242       -3.0417849
  302.89746       0.69938187       0.72677214        1.0697752        1.0971822      -0.31198431        2.7964258
  302.99756       0.71361012       0.72377204        1.0861982        1.0963772       0.30291414        2.4409081
  303.08643       0.75662201       0.72108506        1.1311579        1.0956391       0.14926165       -1.5305343
  303.17529       0.74013905       0.71837652        1.1166242        1.0948794       0.30885547E-01   -1.8823470
  303.27539       0.76245830       0.71530051        1.1411381        1.0939985      -0.20643568       -2.0212821
  303.36426       0.70112998       0.71254781        1.0817601        1.0931947      -0.35106563       0.95538789
  303.46436       0.69611921       0.70942335        1.0789446        1.0922654      -0.25900902E-01    3.7094974
  303.55322       0.69623561       0.70662878        1.0810099        1.0914197       0.34989918       0.22696607
  303.64795       0.76035850       0.70362916        1.1472086        1.0904974       0.15768639E-01   -2.0702415
  303.75342       0.69939242       0.70026487        1.0885569        1.0894460      -0.64553432E-01   0.95801874
  303.84229       0.74781344       0.69741069        1.1389256        1.0885407       0.20194617       -2.0768506
  303.93652       0.73636986       0.69436517        1.1295489        1.0875619      -0.44483598       -1.4966394
  304.03125       0.66375510       0.69128493        1.0590133        1.0865590      -0.80866004E-01    3.2447986
  304.13135       0.72061519       0.68801009        1.1180671        1.0854793       0.18732963      -0.99016243
  304.23145       0.70125761       0.68471545        1.1009052        1.0843798      -0.27909187       -1.9304535
  304.33154       0.66474231       0.68140174        1.0665859        1.0832612      -0.19913809        1.9060212
  304.45410       0.65691826       0.67731956        1.0614497        1.0818667       0.14529575        1.3302337
  304.57617       0.70028585       0.67322762        1.1074933        1.0804518       0.12627552       -1.3490532
