energy	step1_	g1_	g2_	g3_	g4_	g5_
393.76965	0.008830549049810177	3.2029148366396046e-58	7.684024255272635e-62	3.821036900588048e-38	2.2817739746266047e-97	3.138335799175461e-69
396.8302	0.012314557922352531	9.8802407715456e-16	9.306839475416927e-23	1.621249563462536e-17	7.875433142187778e-49	1.003942959817635e-39
396.98767	0.012569680167207886	2.7591892233791206e-14	2.8421343030669935e-21	1.1132537093364015e-16	8.666125583067717e-47	1.9734253606061607e-38
397.0741	0.012714250699169038	1.5983107498708545e-13	1.76498614793075e-20	3.1369855787229804e-16	1.0949701277790198e-45	9.904760456857337e-38
397.18604	0.012906506263636652	1.4430262567839184e-12	1.7818478118435093e-19	1.1732324731720169e-15	2.793437868254792e-44	7.823789499849991e-37
397.27832	0.01306942094641772	8.308611052469802e-12	1.1457277481489386e-18	3.4142103690775083e-15	3.880250599564684e-43	4.216947998174515e-36
397.38025	0.0132542173709434	5.37491882443288e-11	8.536095171556058e-18	1.0887679307300421e-14	6.811964162235424e-42	2.6565030572381767e-35
397.48376	0.013447301008445767	3.332156512280077e-10	6.235642835463919e-17	3.459098128010185e-14	1.1963185234144787e-40	1.6849561744288648e-34
397.57861	0.013629233656463069	1.664594383830256e-09	3.687383895560246e-16	9.78702727441839e-14	1.5899106609360554e-39	8.98271855278331e-34
397.68213	0.013833495312395971	8.98989014507019e-09	2.4422464667610796e-15	2.9821221154673716e-13	2.565229481802179e-38	5.4646623294605864e-33
397.77161	0.01401504859465047	3.6445043177197476e-08	1.201086892492791e-14	7.675742839448158e-13	2.738692562453202e-37	2.55690059885563e-32
397.87354	0.014227753080990835	1.6811478374995545e-07	7.036531249223239e-14	2.2090101390271977e-12	3.903931650182205e-36	1.4536540323748139e-31
397.9585	0.014410038373082912	5.699551050258532e-07	2.95688018465801e-13	5.245751342502774e-12	3.4598724214311015e-35	6.08858374462238e-31
398.0564	0.01462596178378367	2.191225461959058e-06	1.4814409894116879e-12	1.3953777418126502e-11	4.119411110748577e-34	3.1144506276053458e-30
398.14001	0.014815553576888962	6.576590882200218e-06	5.657529472270407e-12	3.1683397182603827e-11	3.3108067129492127e-33	1.2360941138477533e-29
398.23499	0.015036975610532466	2.164956716538876e-05	2.4894191165063856e-11	7.904694636138192e-11	3.410814715245953e-32	5.815898687862992e-29
398.32007	0.015241009762408164	5.9784385928062425e-05	9.048892500032222e-11	1.7650751708472222e-10	2.6694588456086502e-31	2.292398045014992e-28
398.41357	0.015471713940742038	0.0001725824990882098	3.591115982937925e-10	4.19535087540737e-10	2.4740118456432525e-30	1.0174543289504571e-27
398.49719	0.015684032624650457	0.00042376310737451977	1.1891362738146143e-09	8.963498792359429e-10	1.757434680023315e-29	3.800012802408519e-27
398.59521	0.015940448165426835	0.0011440054873523074	4.637665676949312e-09	2.143258914426145e-09	1.6864475058600984e-28	1.748696056894671e-26
