energy	step1_	g1_	g2_	g3_
279.5571	0.010494520561072307	9.574831478796191e-46	2.4589249240326234e-21	4.695943146208546e-35
279.7628	0.010737155736534554	2.5927824750728398e-42	6.115129352046882e-20	2.993760202211547e-33
279.9571	0.010976873900610085	3.3973774619480176e-39	1.1477760463457274e-18	1.3679311612727847e-31
280.1628	0.011242598621703237	5.0011610690444264e-36	2.2936760943098737e-17	7.015169347931001e-30
280.3571	0.011505683398056465	3.6847744204622245e-33	3.501565800367753e-16	2.609777541104719e-28
280.5628	0.011797956026957768	2.948696287510754e-30	5.622788856376034e-15	1.0766068586104519e-26
280.7571	0.01208799659550075	1.2216096427678326e-27	6.98169180806565e-14	3.260923195687676e-25
280.9628	0.012411001949156564	5.3142708627890965e-25	9.00875362350118e-13	1.0821163499564776e-23
281.1571	0.012732361668624903	1.2379652113058814e-22	9.098133455236355e-12	2.6685508611824773e-22
281.3628	0.013091212183266088	2.927600221318846e-20	9.433457367913447e-11	7.12342095831276e-21
281.5571	0.013449249044400702	3.834766023916747e-18	7.748848662551211e-10	1.430237738722518e-19
281.7628	0.01385025664445999	4.929856733575981e-16	6.456101053483153e-09	3.0711504660155107e-18
281.9571	0.014251623529849045	3.630979050365042e-14	4.313355984137355e-08	5.020405722841713e-17
282.1628	0.014702672968151309	2.5375304798949764e-12	2.8877726240284214e-07	8.67184313541503e-16
282.2572	0.014919360380344637	1.6042380839606304e-11	6.655240526456458e-07	3.088129259547242e-15
282.3601	0.015162947650818381	1.1106566704406386e-10	1.6095162380259646e-06	1.200284694557757e-14
282.4629	0.015414366055839013	7.096745680209298e-10	3.7813651428974643e-06	4.5305845503957486e-14
282.5544	0.01564526055536014	3.462585818211664e-09	7.89885253894748e-06	1.4434501478239473e-13
282.6572	0.01591305549582578	1.9081841383402162e-08	1.7597820548297845e-05	5.168045301986098e-13
282.7601	0.016190443824618983	9.738969233238176e-08	3.8148255191413e-05	1.8014906096857308e-12
282.8629	0.0164773814405198	4.5888387629391204e-07	8.034489686926114e-05	6.099086847330143e-12
282.9544	0.01674146242394342	1.7072458107471577e-06	0.000152272689187218	1.7638742559494627e-11
283.0572	0.017048429408200894	6.9378703986566924e-06	0.00030412159575316997	5.664414001603224e-11
283.1601	0.0173671677361259	2.6103611690589437e-05	0.0005909452455152636	1.7708328556425262e-10
283.2629	0.017697711254192616	9.069864447015907e-05	0.0011157354340064914	5.377410976413189e-10
283.3544	0.018002675272074053	0.00025730368583916667	0.0019185506805547347	1.411663832552077e-09
283.4572	0.018358072142547144	0.0007710570744536937	0.0034350169430777274	4.066132226409719e-09
283.5601	0.018728133967440885	0.002138664442635002	0.005982918041619254	1.1400423211341803e-08
283.6629	0.01911302172876056	0.005479655257659901	0.010126454158633294	3.105127769493568e-08
283.7544	0.01946913987050336	0.011853603638582318	0.015798570100380792	7.399336674252877e-08
283.8572	0.01988538511190363	0.02619396913771852	0.025357343484717236	1.911638819279103e-07
283.9601	0.02032022472027828	0.053559823778509597	0.0395887793628839	4.806868154703707e-07
284.0629	0.020774028112193033	0.10119524789326086	0.06006850501157001	1.1743121520058864e-06
284.1544	0.021195318129828722	0.16692033086303612	0.08502674116044324	2.540107652292175e-06
284.2572	0.021689462129304338	0.27200102384186053	0.1223409562057547	5.886105186769649e-06
284.3601	0.022207674221217055	0.4100058675624516	0.1712081428061748	1.3273983724019869e-05
284.4629	0.02275067071095921	0.5712437252840127	0.23287855232882237	2.908609839585849e-05
284.5544	0.023256771764519957	0.7184929557101493	0.299079422717064	5.7109622740635546e-05
284.6572	0.023852871723977598	0.8633645412590267	0.38577424918291403	0.00011869926523121505
284.7601	0.024480897580160088	0.9593905721580478	0.48391598493315335	0.00024007016191356987
284.8629	0.025142157218640215	0.9856828691644905	0.5900725462289994	0.00047182963719380976
284.9544	0.02576145135041985	0.9453447881562389	0.6875602809378896	0.0008409386120136321
285.0572	0.026494568706720012	0.8376687601805042	0.7950379248560981	0.0015677105335514978
285.1601	0.02727130605955863	0.6862071877625607	0.8939408163195884	0.0028436289303233864
285.2629	0.02809401561901631	0.5198851551832837	0.9771800064743197	0.005012827947682734
285.3544	0.028869079235331496	0.3802002480156232	1.0330664892863082	0.008109930458442558
285.4572	0.029792352497419572	0.2484304765718927	1.0708674156474953	0.013560682762212901
285.5601	0.030777430605310296	0.15002703323234626	1.079296610417328	0.022059999415583304
285.6629	0.031828597097671496	0.08381699119138995	1.0576378461168685	0.03488013962999784
285.7544	0.032826287183066516	0.04674003135897227	1.0144695475314893	0.051223329105884605
285.8572	0.0340242281310108	0.022521217647383993	0.9427071680310225	0.07682367349273352
285.9601	0.03531384249413749	0.010026242895609614	0.8516597176941723	0.11208200808118046
286.0629	0.036703213158112424	0.004130581149370535	0.7481568224341074	0.15895400131635537
286.1544	0.03803470455799185	0.001756386316622591	0.6510929647476099	0.2118928514037878
286.2572	0.039650144339657356	0.0006240699985010489	0.542389360273111	0.28504039943750165
286.3601	0.04140987203350466	0.0002048148133220881	0.43922256753512073	0.3729616211383459
286.4629	0.0433300878052304	6.222210403932872e-05	0.34589281853614046	0.4744195189369873
286.5544	0.04519442472049928	2.017462786322408e-05	0.27311165725671743	0.5740670811962021
286.6572	0.04748860403979105	5.286024649532603e-06	0.20395706843170905	0.6926528090247941
286.7601	0.05002873296279314	1.2789069524993858e-06	0.1480459167154287	0.8128122093937102
286.8629	0.052850418597564564	2.865053054828147e-07	0.10451622061293758	0.927366635298417
286.9544	0.055640951064165334	7.083460265734832e-08	0.0748739455927859	1.0186073751829985
