energy	step1_	g1_	g2_
393.0809	0.009287527038625119	3.690409045808682e-33	5.081742381100053e-51
393.2063	0.009434860542238039	1.1223885815492281e-31	1.7539841819718413e-49
393.3318	0.0095870629731927	3.161883716611939e-30	5.745054144889919e-48
393.4572	0.009744124774809045	8.206765540826985e-29	1.775837551594477e-46
393.5826	0.009906413620954069	1.967843591840552e-27	5.194813154493294e-45
393.708	0.010074194607486415	4.359147313961058e-26	1.4381169832937554e-43
393.8335	0.010247891832746244	8.94204107638346e-25	3.77743967905382e-42
393.9589	0.01042753181706358	1.6904605030719506e-23	9.36521825208997e-41
394.0843	0.010613575326004066	2.9523362165870203e-22	2.1973328828757743e-39
394.2097	0.010806370581440305	4.76342156507824e-21	4.879006471528743e-38
394.3352	0.011006453865046006	7.115191503819475e-20	1.02770764266776e-36
394.4606	0.011213908599303228	9.79709222841999e-19	2.0436250003169562e-35
394.586	0.011429324127623203	1.2462357854594959e-17	3.845832938585669e-34
394.7115	0.01165334903718461	1.4673552596943697e-16	6.864754045316971e-33
394.8369	0.01188613039618492	1.592926337612592e-15	1.1569384931519997e-31
394.9623	0.01212838795409768	1.5975281930240853e-14	1.8452412193979205e-30
395.0877	0.012380711519255364	1.480109301816361e-13	2.7851822002682323e-29
395.2132	0.012643955013308195	1.2689990697071074e-12	3.986787125531041e-28
395.3386	0.012918394419017798	1.003376577906711e-11	5.38914156672933e-27
395.464	0.01320499158297136	7.329241509743942e-11	6.894038816817775e-26
395.5894	0.01350457126573812	4.945913591215424e-10	8.346135739835765e-25
395.7149	0.013818290182428507	3.0877810729687234e-09	9.580534718589159e-24
395.8403	0.01414663519820653	1.778244161259318e-08	1.0387177422758978e-22
395.9657	0.014490932295213532	9.46081827132116e-08	1.0657686417494542e-21
396.0912	0.014852665836898534	4.6558197346800024e-07	1.0367251112229543e-20
396.2166	0.015232570130909711	2.113931276517155e-06	9.526318279016771e-20
396.342	0.015632373006245988	8.86702617168583e-06	8.284077323974868e-19
396.4674	0.016053675947128837	3.4360346494588606e-05	6.817431574149114e-18
396.5929	0.016498620901681225	0.00012312817758091142	5.318098012072643e-17
396.7183	0.01696847877712177	0.0004071874597140808	3.919485501001116e-16
396.8437	0.017465803458114784	0.0012440096684968166	2.733753641497139e-15
396.9691	0.017993068296879383	0.003511118890531367	1.8044600608109556e-14
397.0946	0.018553512210239268	0.009161738942883272	1.1288017982650494e-13
397.22	0.019149376319024268	0.022067700999017125	6.672701134164632e-13
397.3454	0.019784637507048747	0.04910533606661804	3.732873232074703e-12
397.4709	0.020463880237487568	0.10100166780017664	1.9788370589401196e-11
397.5963	0.021190615186450577	0.19180394717647584	9.91397192252629e-11
397.7217	0.021970623498174358	0.33649526232854193	4.700487707468548e-10
397.8471	0.022809955709018236	0.5453719359012191	2.109093071895744e-09
397.9726	0.02371636024974313	0.81681763201602	8.965972609158589e-09
398.098	0.024696535103692182	1.1297863791263048	3.602851093724053e-08
398.2234	0.025760691577373658	1.4436435787178643	1.3701017008870273e-07
398.3488	0.02692002802062193	1.7041823019893898	4.930794297495014e-07
398.4743	0.028188868532187848	1.8585781589200767	1.6809446641717312e-06
398.5997	0.02958103188384078	1.872381300348869	5.41768285027181e-06
398.7251	0.031116523442482967	1.7426099098481433	1.6524614098326643e-05
398.8506	0.032819868204289004	1.49807114213427	4.7738001402928876e-05
398.976	0.03471664810236887	1.1898596056576765	0.00013040014146339745
399.1014	0.036843130532655255	0.8730747378864959	0.00033709280220674265
399.2268	0.03924307093983302	0.5918334968431199	0.000824666747713084
399.3523	0.041974207304075285	0.3704795675202807	0.0019104965563474941
399.4777	0.04510338245919296	0.21432349325614658	0.004185731289685331
399.6031	0.04872537306630095	0.11454277905576561	0.008678686829830182
399.7285	0.052963088154633964	0.056553315480081114	0.017029201205140114
399.854	0.0579868258969443	0.025778357979985404	0.031637118556938806
399.9794	0.064017360065698	0.010861830065706124	0.05559468362738694
400.1048	0.07138037962235944	0.004228079803809166	0.09245431631966088
400.2303	0.08054818369017559	0.0015191751077430814	0.14555469261974555
400.3557	0.09219089437735001	0.0005046675797659216	0.21677850716811584
400.4811	0.10734203377056131	0.0001548800196738092	0.3055370056637229
400.6065	0.12754697957999692	4.391145245387216e-05	0.4075388373787617
400.732	0.15506708699947488	1.1488806705722992e-05	0.5145207468941405
400.8574	0.1926125323140223	2.7798075397862668e-06	0.6146164175784236
400.9828	0.24189968800028527	6.213652374586953e-07	0.6948051191601339
401.1082	0.2997701968627557	1.283132766724508e-07	0.7433262149405484
401.2337	0.3568079456361051	2.4445626734130168e-08	0.7525722629803627
401.3591	0.404208746052144	4.3080746225823924e-09	0.7210422762164108
401.4845	0.4399323166230655	7.013869432639413e-10	0.653778805731526
401.61	0.46607708200245557	1.0533064361173831e-10	0.5609136008647457
401.7354	0.48532256406497154	1.4634793407058568e-11	0.45547249988153155
401.8608	0.4998106868437124	1.8784985866279478e-12	0.3500144206066932
401.9862	0.510988475402174	2.2275505464542797e-13	0.2545466007774332
402.1117	0.5198225366346474	2.4358867269494817e-14	0.17513272465734456
402.2371	0.5269405202020991	2.465080932868389e-15	0.11406298951347461
402.3625	0.5327868004446676	2.304611339355321e-16	0.07030395912387503
402.4879	0.5376653950419589	1.9904745299433308e-17	0.04100836011844059
402.6134	0.5417960105877279	1.584961095616994e-18	0.02262597351135208
402.7388	0.5453299624708077	1.1682477019065704e-19	0.01181941483639273
402.8642	0.5483880529750617	7.955064085772309e-21	0.005843085809560537
402.9897	0.5510609883219119	4.993133119419114e-22	0.002731954807195127
