energy	step1_	g1_	g2_	g3_	g4_
396.5952	0.015096308645339104	1.3950807965666752e-19	2.2379891522604123e-24	1.9077223494620316e-46	3.1049344567454497e-49
396.7953	0.015433626518622756	2.6536253285669172e-18	4.2472947068103915e-23	2.339337070526261e-44	2.0496911889412448e-47
396.9943	0.01578436742631056	4.4800923377906664e-17	7.313814676116136e-22	2.4974525198708527e-42	1.2193417851512336e-45
397.1942	0.01615310532611474	6.9078852844813e-16	1.1760564299509833e-20	2.4332565538519204e-40	6.811615619487177e-44
397.3943	0.016539863214797945	9.626810605675374e-15	1.7476277027470548e-19	2.1271441717440822e-38	3.520890106386544e-42
397.5942	0.016945162349664453	1.2061790106270065e-13	2.3870601381322848e-18	1.6536478708198473e-36	1.670734254763718e-40
397.7932	0.017368839019135596	1.3479066203858623e-12	2.971580769389614e-17	1.1269629060554708e-34	7.185169581648074e-39
397.9933	0.017816747611072957	1.376240027467347e-11	3.457599121453823e-16	7.023442557436955e-33	2.9080756520089325e-37
398.1932	0.01828785891485287	1.2637338751792608e-10	3.698806398795373e-15	3.8938070656126035e-31	1.0807696187442445e-35
398.4522	0.018936573850427924	1.915708164732282e-09	7.062906655132941e-14	5.982578867181839e-29	1.0360811382958784e-33
398.6013	0.019331305140085124	8.466843314566406e-09	3.6258839517848443e-13	9.961082599110538e-28	1.3465499493412012e-32
398.7513	0.019745358395984135	3.562247562434529e-08	1.7957686229671662e-12	1.5834025399507436e-26	1.6978222199523937e-31
398.9012	0.020177217982686575	1.412454991869655e-07	8.485969715474733e-12	2.3578383914020324e-25	2.041296177853996e-30
399.0512	0.02062867112641201	5.287754481826041e-07	3.834132029963222e-11	3.3009547744425424e-24	2.3480366694272105e-29
399.2012	0.021100758013427316	1.867267494043337e-06	1.6545906153259198e-10	4.336868851276423e-23	2.5796550370658544e-28
399.3513	0.021595261232405943	6.224726950769934e-06	6.826142629255835e-10	5.356021055820012e-22	2.7111294677708452e-27
399.5002	0.02210921849713421	1.9398227300885833e-05	2.660784467994845e-09	6.0881526704727734e-21	2.672032592986547e-26
399.6502	0.022652272644930856	5.751513548349517e-05	1.0007828539180822e-08	6.613627057231291e-20	2.5586163852772243e-25
399.8003	0.023223016664310234	0.00016096451826670612	3.5982516138622576e-08	6.75255429436762e-19	2.3434768680816732e-24
399.9503	0.023822799012204295	0.0004246298607699334	1.234594126083979e-07	6.459906172499352e-18	2.0470413459158333e-23
400.1003	0.024454320716211307	0.0010566459656112302	4.0458967013906515e-07	5.799566209330689e-17	1.7078529117393376e-22
400.2492	0.025115149656213007	0.002465255552437199	1.2560352944377918e-06	4.811592220676069e-16	1.3405859785382101e-21
400.3993	0.02581838224067377	0.005463436175907222	3.758936581642122e-06	3.811293352207486e-15	1.0220253065055108e-20
400.5493	0.026561526047857525	0.011414836366592681	1.073648815124543e-05	2.829170558720849e-14	7.431768380613264e-20
400.6992	0.027348068516907784	0.022486616696518	2.9270724960453223e-05	1.9683587252898918e-13	5.154969570304343e-19
400.8492	0.028183061622094892	0.041804402672593166	7.627106963322685e-05	1.2868613160208381e-12	3.4196820586918656e-18
400.9992	0.029070500839810148	0.07330920644538354	0.00018982093206282744	7.895332375304095e-12	2.1667223349067818e-17
401.1483	0.030009619811555567	0.12091990085134288	0.0004489412245211864	4.499259428845541e-11	1.2973193968151396e-16
